English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abbreviated (Form),संक्षिप्त (रूप),સંક્ષિપ્ત (રૂપ),संक्षिप्त (रूप),ਸਂਕ੍਷ਿਪ੍ਤ (ਰੂਪ),সংক্ষিপ্ত (রূপ),संक्षिप्त (रूप),ಸಂಕ್ಷಿಪ್ತ (ರೂಪ),സംക്ഷിപ്ത (രൂപ),ஸங்க்ஷிப்த (ரூப),సంక్షిప్త (రూప),سنکشپت (روپ),সংক্ষিপ্ত (রূপ),ସଂକ୍ଷିପ୍ତ (ରୂପ),संक्षिप्त (रूप)
Abstract,अमूर्त,"તારણ, સાર, સંક્ષેપ, સારદોહન, અમૂર્ત, અવ્યક્ત","संक्षेप, गोशवारा, सारांश",ਸਾਰ,"সারসংক্ষেপ,চুম্বক,বিমূর্ত",सार,ಸಾರಾಂಶ,"അബ്സ്ട്രാക്റ്റ്, സംക്ഷേപം, സാരം","சுருக்கம், சுருக்கக் குறிப்பு","సంగ్రహం,అవ్యక్తం,అమూర్తం,భావార్థకం",خلاصہ۔ مجرد۔ خلاصہ کرنا۔ تجرید کرنا,"সংক্ষেপ,সাৰাংশ",ସାରାଂଶ,"सार, संक्षिप्तांश"
Abstract Language,अमूर्त भाषा,અમૂર્ત ભાષા,अमूर्त भाषा,ਅਮੂਰ੍ਤ ਭਾ਷ਾ,অমূর্ত ভাষা,अमूर्त भाषा,ಅಮೂರ್ತ ಭಾಷಾ,അമൂര്ത ഭാഷാ,அமூர்த பாஷா,అమూర్త భాషా,امورت بھاشا,অমূর্ত ভাষা,ଅମୂର୍ତ ଭାଷା,अमूर्त भाषा
Abstract Notion,अमूर्त धारणा,અમૂર્ત ધારણા,अमूर्त धारणा,ਅਮੂਰ੍ਤ ਧਾਰਣਾ,অমূর্ত ধারণা,अमूर्त धारणा,ಅಮೂರ್ತ ಧಾರಣಾ,അമൂര്ത ധാരണാ,அமூர்த தாரணா,అమూర్త ధారణా,امورت دھارنا,অমূর্ত ধারণা,ଅମୂର୍ତ ଧାରଣା,अमूर्त धारणा
Accent,आघात,આઘાત,आघात,ਉਚਾਰਣ ਉੱਤੇ ਜੋਰ,আঘাত,आघात,ಆಘಾತ,ആഘാത,ஆகாத,ఆఘాత,آگھات,আঘাত,ଆଘାତ,आघात
Acronym,वर्णक्षर शब्द,વર્ણક્ષર શબ્દ,वर्णक्षर शब्द,ਵਰ੍ਣਕ੍਷ਰ ਸ਼ਬ੍ਦ,বর্ণক্ষর শব্দ,वर्णक्षर शब्द,ಸಂಕ್ಷಿಪ್ತಪದ,വര്ണക്ഷര ശബ്ദ,வர்ணக்ஷர சப்த,వర్ణక్షర శబ్ద,ورنکشر شبد,র্ণক্ষর শব্দ,ବର୍ଣକ୍ଷର ଶବ୍ଦ,वर्णक्षर शब्द
Adjective,विशेषण,વિશેષણ,विशेषण,ਵਿਸ਼ੇਸ਼ਣ,বিশেষণ,विशेषण,ವಿಶೇಷಣ,വിശേഷണ,விசேஷண,విశేషణ,وشیشن,িশষণ,ବିଶେଷଣ,विशेषण
Adverb,क्रिया विशेषण,ક્રિયા વિશેષણ,क्रिया विशेषण,ਕਿਰਿਆ-ਵਿਸ਼ੇਸ਼ਣ,ক্রিযা বিশেষণ,क्रिया विशेषण,ಕ್ರಿಯಾ ವಿಶೇಷಣ,ക്രിയാ വിശേഷണ,க்ரியா விசேஷண,క్రియా విశేషణ,کریا وشیشن,ক্রিযা িশষণ,କ୍ରିଯା ବିଶେଷଣ,क्रिया विशेषण
Affix,प्रत्यय,પ્રત્યય,प्रत्यय,"ਜੋੜਨਾ,ਲਗਾਉਣਾ",প্রত্যয,प्रत्यय,ಪ್ರತ್ಯಯ,പ്രത്യയ,ப்ரத்யய,ప్రత్యయ,چپکانا,প্রত্যয,ପ୍ରତ୍ଯଯ,प्रत्यय
Affixation,प्रत्यययोजन,પ્રત્યયયોજન,प्रत्यययोजन,ਪ੍ਰਤ੍ਯਯਯੋਜਨ,প্রত্যযযোজন,प्रत्यययोजन,ಪ್ರತ್ಯಯಯೋಜನ,പ്രത്യയയോജന,ப்ரத்யயயோஜந,ప్రత్యయయోజన,پرتیییوجن,প্রত্যযযজন,ପ୍ରତ୍ଯଯଯୋଜନ,प्रत्यययोजन
