English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Aa Channel,आ सरणि,આ સરણિ,आ सरणि,ਆ ਸਰਣਿ,আ সরণি,आ सरणि,ಆ ಸರಣಿ,ആ സരണി,ஆ ஸரணி,ఆ సరణి,آ سرنی,আ সরণি,ଆ ସରଣି,आ सरणि
Aa lava,आ लावा,આ લાવા,आ लावा,ਆ ਲਾਵਾ,আ লাবা,आ लावा,ಆ ಲಾವಾ,ആ ലാവാ,ஆ லாவா,ఆ లావా,آ لاوا,আ লাা,ଆ ଲାବା,आ लावा
Abyssal assimilation,वितल स्वांगीकरण,વિતલ સ્વાંગીકરણ,वितल स्वांगीकरण,ਵਿਤਲ ਸ੍ਵਾਂਗੀਕਰਣ,বিতল স্বাংগীকরণ,वितल स्वांगीकरण,ವಿತಲ ಸ್ವಾಂಗೀಕರಣ,വിതല സ്വാംഗീകരണ,விதல ஸ்வாங்கீகரண,వితల స్వాంగీకరణ,وتل سوانگیکرن,িতল স্াংগীকরণ,ବିତଲ ସ୍ବାଂଗୀକରଣ,वितल स्वांगीकरण
Abyssal deposit,वितलीय निक्षेप,વિતલીય નિક્ષેપ,वितलीय निक्षेप,ਵਿਤਲੀਯ ਨਿਕ੍਷ੇਪ,বিতলীয নিক্ষেপ,वितलीय निक्षेप,ವಿತಲೀಯ ನಿಕ್ಷೇಪ,വിതലീയ നിക്ഷേപ,விதலீய நிக்ஷேப,వితలీయ నిక్షేప,وتلیہ نکشیپ,িতলীয নিক্ষপ,ବିତଲୀଯ ନିକ୍ଷେପ,वितलीय निक्षेप
Abysmal injection,नितल अंतःक्षेपण,નિતલ અંતઃક્ષેપણ,नितल अंतःक्षेपण,ਨਿਤਲ ਅਂਤਃਕ੍਷ੇਪਣ,নিতল অংতঃক্ষেপণ,नितल अंतःक्षेपण,ನಿತಲ ಅಂತಃಕ್ಷೇಪಣ,നിതല അംതഃക്ഷേപണ,நிதல அங்தஃக்ஷேபண,నితల అంతఃక్షేపణ,نتل انترکشیپن,নিতল অংতঃক্ষপণ,ନିତଲ ଅଂତଃକ୍ଷେପଣ,नितल अंतःक्षेपण
Abyssal injection,वितलीय अंतःक्षेपण,વિતલીય અંતઃક્ષેપણ,वितलीय अंतःक्षेपण,ਵਿਤਲੀਯ ਅਂਤਃਕ੍਷ੇਪਣ,বিতলীয অংতঃক্ষেপণ,वितलीय अंतःक्षेपण,ವಿತಲೀಯ ಅಂತಃಕ್ಷೇಪಣ,വിതലീയ അംതഃക്ഷേപണ,விதலீய அங்தஃக்ஷேபண,వితలీయ అంతఃక్షేపణ,وتلیہ انترکشیپن,িতলীয অংতঃক্ষপণ,ବିତଲୀଯ ଅଂତଃକ୍ଷେପଣ,वितलीय अंतःक्षेपण
Abyssal rock,वितलीय शैल,વિતલીય શૈલ,वितलीय शैल,ਵਿਤਲੀਯ ਸ਼ੈਲ,বিতলীয শৈল,वितलीय शैल,ವಿತಲೀಯ ಶೈಲ,വിതലീയ ശൈല,விதலீய சைல,వితలీయ శైల,وتلیہ شیل,িতলীয শৈল,ବିତଲୀଯ ଶୈଲ,वितलीय शैल
Abyssal sediment,वितलीय अवसाद,વિતલીય અવસાદ,वितलीय अवसाद,ਵਿਤਲੀਯ ਅਵਸਾਦ,বিতলীয অবসাদ,वितलीय अवसाद,ವಿತಲೀಯ ಅವಸಾದ,വിതലീയ അവസാദ,விதலீய அவஸாத,వితలీయ అవసాద,وتلیہ اوساد,িতলীয অসাদ,ବିତଲୀଯ ଅବସାଦ,वितलीय अवसाद
Acaustobiolith,अदाह्य जीवजाश्म,અદાહ્ય જીવજાશ્મ,अदाह्य जीवजाश्म,ਅਦਾਹ੍ਯ ਜੀਵਜਾਸ਼੍ਮ,অদাহ্য জীবজাশ্ম,अदाह्य जीवजाश्म,ಅದಾಹ್ಯ ಜೀವಜಾಶ್ಮ,അദാഹ്യ ജീവജാശ്മ,அதாஹ்ய ஜீவஜாச்ம,అదాహ్య జీవజాశ్మ,اداہیہ جیوجاشم,অদাহ্য জীজাশ্ম,ଅଦାହ୍ଯ ଜୀବଜାଶ୍ମ,अदाह्य जीवजाश्म
Accessory,"अतिरिक्त, सहायक, गौण (वि.)","સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
