English,Hindi
Abandoned,परित्यक्त
Abandoned cliff,परित्यक्त भृगु
Ablation,अपक्षरण
Ablation cone,अपक्षरण शंकु
Ablation moraine,अपक्षरण हिमोढ़
Ablation season,अपक्षरण मौसम
Ablation zone,अपक्षरण क्षेत्र
Abnormal,अपसामान्य
Abrasion,अपघर्षण
Abrasive,अपघर्षी
Absolute,"निरपेक्ष, परम, परिशुद्ध"
Absolute chronology,निरपेक्ष कालानुक्रम
Absolute temperature scale,निरपेक्ष तापक्रम
Absorbed,अवशोषित
Absorption,अवशोषण
Abysmal area,नितल क्षेत्र
Abysmal hill,नितलीय गिरि
Abysmal injection,नितलीय अंत:क्षेपण
Abysmal rock,नितलीय शौल
Abysmal sea,नितलीय सागर
Abyss,वितल
Abyssal deposit,वितलीय निक्षेप
Acadialite,एकैडिएलाइट
Accelerated erosion,त्वरित अपरदन
Accelerometer,त्वरणमापी
Acceptable limit,"स्वीकार्य सीमा, ग्राह्य सीमा"
Access,"पहुंच, अभिगम"
Accessory,"सहायक, उपसाधन"
Accessory mineral,गौण खनिज
Accidental ejecta,संयोगी बहि: क्षेप
Accidental inclusion,आगंतुक अंतर्वेश
Accidented,विषम
Accretion,अभिवृद्धि
Accretionary lapilli,अभिवर्धी लैपिली
Accretion vein,अभिवृद्धिथ शिरा
Accumulated sediment,संचित अवसाद
Accumulation zone,संचयन क्षेत्र
Accuracy,यथआर्थता
Acentric,अकेन्द्री
Acentricity,अकेन्द्रता
Acetic acid,एसीटिक अम्ल
Acetylene,एसीटिलीन
Acetylene lamp,एसीटिलीन दीप
Achondrite,एकोन्ड्राइट
Achroite,एक्रोआइट
Acicular,सूच्चाकार
Acid,"अम्ल, अधिसिलिक"
Acid bath,"अम्ल बाथ, अम्ल अवगाह"
Acid cooler,अम्ल शीतलित्र
Acid dye,अम्ल रंजक
Acidic,अम्लीय
Acidic rock,अधिसिलिक शौल
Acidification,आम्लीकरण
Acidify,अम्लित करना
Acid leaching,अम्ल निक्षालन
Acid mine water,अम्लीय खनिजल
Acid rain,अम्लीय वर्षा
Acidulae,आम्ल भौमजल
Acieral,एसीरल
Acinose,कणिकापित
Acline,अनति
Aclinic structure,अनतिक संरधना
Acmite,एक्माइट
Acrepid,ऐक्रीपिड
Acrobatholithic deposit,अग्रमहास्कंधी निक्षेप
Acrolite,अश्म उल्का
Acrosiderite,लोह उल्का
Acrotomous,आधार विदली
Actinal,सुखदिशी
Actinoelectricity,विकिरण-विद्युत
Activated bath,सक्रियित अवगाह
Activator,सक्रियक
Actual crushing hours,वास्तविक संदलन घटे
Actual running hours,वास्तविक चालन घटे
Adamite roll,एडेमाइट रोल
Adams feeder,एडम्स प्रभरक
Adaptation,अनुकूलन
Adaptor,अनुकूलक
Adarce,एडारसी
Additive,योगात्मक (वि); योज्य (सं)
Additive compound,योज्य यौगिक
Adductor,अभिवर्तनी
Adductor impression,अभिवर्तनी छाप
Adductor muscle,अभिवर्तनी पेशी
Adelite,एडेलाइट
Adhesive state,आसंजी स्लेट
Adhesive tape,"आसंजक फीता, चस्पि फीता"
Adit,"एडिट, प्रवेश सुरंग"
Adit level,एडिट स्तर
Adjoining area,संलग्न क्षेत्र
Adjustment,संमजन
Admantine lustre,हीरक ध्रुति
Adobe,एडोब
Adobe soil,एडोब मृदा
Adopter,"एडाप्टर, ग्राही"
Adsorbed,अधिशोषित
Advancing long wall,प्रगामी दीर्घभिति
A.e. detonator,ए.ई. अधिस्फोटक
Aeolian,वायुढ़
Aeolian deposit (eolian deposit),वायुढ़ निक्षेप (वातोढ़ निक्षेप)
Aeolian sand (eolian sand),वायुढ़ निक्षेप (वायूढ़ बालु)
Aerage zone,संवातन क्षेत्र
Aerial ropeway,वायव रज्जुमार्ग
Aerolite,"एरोलाइट, अश्म-उल्का"
Aerosiderite,एरोसिडेराइट (लोह-उल्का)
Afforestation,वनरोपण
Afterdamp,खनिविस्फोटज गैस
Agaric mineral,एगैरिक खनिज
Agate mortar,एगेट खरल
Age hardening,काल कठोरण
Ageing (aging),काल प्रभावन
Agent,"कारक, कर्मक"
Agglomerate,"संपिंड (सं), संपिंडित (वि), संज्वालाश्म"
Agglutinate,संकाच ज्वालाश्म
Aggradation,अधिवृद्धि
Aggregate,"पुंज, एगरीगंट"
Aging (ageing),काल प्रभावन
Agitation,प्रक्षोभ
Agitator,प्रक्षोभक
Air blast,"वात्या, वायु झोंका"
Air blast circuit breaker,वात्या परिपथ विच्छेदक
Air blower,"वायु ब्लोअर, धैंकनी"
Air combustion,वायु दहन
Air compressor,वायु संपीडित्र
Air conditioning,वातानुकूलन
Air crossing,वायु क्रासिंग
Air current,वायुधारा
Air duct,वायु वाहिनी
Air float conveyor,वायुल्पव वाहित्र
Air flow,वायु प्रवाह
Air-flow in mines,खनि वायुप्रवाह
Air gap,वायु अंतराल
Air heating furnace,वायु तापन भट्टी
Air hose,वायु नम्यनाल
Air leg,एयर लेग
Air lift pump,वायु उत्थापक पम्प
Air line,वायु प्रवाहिका
