English,Hindi
Abel tester,आबेल परीक्षित्र
Abrasive,"अपघर्षी, अपघर्षक"
Absolute," निरपेक्ष , परम , पूर्ण , परिशुद्ध , यथार्थ"
Absolute alchol,परिशुद्ध ऐल्कोहॉल
Absolute humidity,निरपेक्ष आर्द्रता
Absolute pressure,निरपेक्ष दाब
Absolute temperature,परमताप
Absolute viscosity,निरपेक्ष श्यानता
Absorb process,अवशोषण प्रक्रम
Absorption,अवशोषण
Absorption column,अवशोषण स्तंभ
Absorption gasoline,अवशोषण गैसोलीन
Absorption of gas,गैस अवशोषण
Absorption oil,अवशोषण तेल
Absorption plant,अवशोषण संयंत्र
Absorption refrigeration,अवशोषण प्रशीतन
Absorption spectrometer,अवशोषण स्पेक्ट्रममापी
Absorption system,अवशोषण तंत्र
Absorptivity,अवशोषकता
Accelaration criterion,त्वरण निकष
Accelerated ageing test,त्वरित कालप्रभावन परीक्षण
Accelerated flow,त्वरित प्रवाह
Accelerated step,त्वरित चरण
Acceleration,त्वरण
Acceleration due to gravity,गुरूत्वीय त्वरण
Acceleration factor,त्वरण गुणक
Acceleration in direction,दिशा त्वरण
Acceleration in distance,दूरी त्वरण
Accelerator," त्वरक , त्वरित्र"
Accelerometer,त्वरणमापी
Acceptable quality level,स्वीकार्य गुणता स्तर
Acceptance of hypothesis,परिकल्पना स्वीकार्यता
Acceptance region," ग्राह्य क्षेत्र , स्वीकार्यता क्षेत्र"
Acceptor,ग्राही
Accessible stationary point,अभिगम्य स्थिर बिंदु
Accomodation coefficient,समंजन गुणांक
Accumulation,"संचयन (क्रि), संचय (सं.)"
Accumulator,संचायक
Accuracy,यथार्थता
Accuracy of control,नियंत्रण यथार्थता
Accuracy of measurement,मापन यथार्थता
Acetal decomposition,ऐसीटैल अपघटन
Acetaldehyde,ऐसीटैल्डिहाइड
Acetaldehyde pyrolysis,ऐसीटैल्डिहाइड तापअपघटन
Acetal formation mechanism,ऐसीटैल विरचन क्रियाविधि
Acetal solvolysis,ऐसीटैल विलायक अपघटन
Acetaminophen,ऐसीटैमिनोफेन
Acetate fiber,ऐसीटेट रेशा
Acetate film,ऐसीटेट फिल्म
Acetic acid,ऐसीटिक अम्ल
Acetic anhydride,ऐसीटिक ऐनहाइड्राइड
Acetobacter,ऐसीटोबैक्टर
Acetone,ऐसीटोन
Acetone-benzol process,ऐसीटोन-बेन्ज़ॉल प्रक्रम
Acetophenone,ऐसीटोफीनोन
Acetophenone enolisation,ऐसीटोफीनोन ईनॉलीकरण
Acetyl,ऐसीटिल
Acetylation,ऐसीटिलन
Acetyl cellulose,ऐसीटिल सेलुलोस
Acetylene,ऐसीटोलीन
Acetylene black,ऐसीटिलीन ब्लैक
Acetylsalicylic acid,ऐसीटिलसोलिसिलिक अम्ल
Acid alizarin blue,अम्ल एलिजरिन ब्लू
Acid base catalysis,अम्ल क्षारक उत्प्रेरण
Acid black,अम्ल ब्लैक
Acid blow case,अम्ल ब्लोकेस
Acid corrosion,अम्ल संक्षारण
Acid dew point,अम्ल ओसांक
Acid dye,अम्ल रंजक
Acid egg,ऐसिड एग
Acid exchange,अम्ल विनिमय
Acid fortification tower,अम्ल प्रबलन टावर
Acid heat test,अम्ल ऊष्मा परीक्षण
Acidification,"अम्लीकरण, आम्लन"
Acidity,अम्लता
Acidity function,अम्लता फलन
Acidizing,आम्लन
Acid mist recovery,अम्ल कुहासा प्राप्ति
Acid recovery plant,अम्ल पुनःप्राप्ति संयंत्र
Acid reduction,अम्ल अपचयन
Acid sludge,अम्ल आपंक
Acid storage plant,अम्ल भंडारण संयंत्र
Acid treating,अम्लोपचारण
Acid treatment,अम्लोपचार
Acid treatment of oil well,तेलकूप अम्लोपचार
Acidulation,आम्लीकरण
Acid value,अम्ल मान
Acoustic emission,ध्वनिक उत्सर्जन
Acoustic noise,ध्वनिक रव
Acoustic velocity,ध्वनिक वेग
Acrolein,ऐक्रोलीन
Acrylamide,ऐक्रिलैमाइड
Acrylan,ऐक्रिलैन
Acrylate,ऐक्रिलेट
Acrylate adhesive,ऐक्रिलेट आसंजक
Acrylate elastomer,ऐक्रिलेट इलैस्टोमर
Acrylate odour,ऐक्रिलेट गंध
Acrylic fiber,ऐक्रिलिक तंतु
Acrylic paint,ऐक्रिलिक पेन्ट
Acrylic polymer,ऐक्रिलिक बहुलक
Acrylic resin,ऐक्रिलिक रेजिन
Acrylic resin casting,ऐक्रिलिक रेजिन संचकन
Acrylonitrile,ऐक्रिलोनाइट्राइल
Acrylonitrile butadiene styrene,ऐक्रिलोनाइट्राइल ब्यूटाडाईन स्टाइरीन
Actinomycetes,ऐक्टिनोमाइसिटीज
Activated adsorption,सक्रियित अधिशोषण
Activated carbon,सक्रियित कार्बन
Activated clay,सक्रियित मृत्तिका
Activated complex,सक्रियित संकुल
Activated sludge,सक्रियित आपंक
Activated sludge process,सक्रियित आपंक प्रक्रम
Activation energy,सक्रियण ऊर्जा
Activation energy of absorption,अवशोषण सक्रियण ऊर्जा
Activation polarization,सक्रियण ध्रुवण
Activator,सक्रियक
Active centre,सक्रिय केन्द्र
Active constraint,सक्रिय व्यवरोध
Active mass,सक्रिय संहति
Active solid,सक्रिय ठोस
Activity,सक्रियता
Activity coefficient,सक्रियता गुणांक
Activity coefficient curve,सक्रियता गुणांक वक्र
Activity factor,सक्रियता कारक
Actuator,प्रवर्तक
Acyclic,अचक्रीय
Acyclic diagraph,अचक्रीय डायाग्राफ
Acyclic system,अचक्रीय तंत्र
Acyl,ऐसिल
Acylation,ऐसिलन
Adapt,अनुकूलन
Adaptive control,अनुकूली नियंत्रण
Adaptive model building,अनुकूली मॉडल निर्माण
Adaptive optimization,अनुकूली इष्टतमीकरण
Addition agent,संकलन कर्मक
Additional equipment,अतिरिक्त उपस्कर
Additional necessay condition,अतिरिक्त आवश्यक प्रतिबंध
Addition of matrices,आव्यूहों का योग
Addition polymer,संकलन बहुलक
Addition polymerisation,संकलन बहुलकन
Addition rule,संकलन नियम
Additive,योज्य
Additive algorithm,योज्य ऐल्गोरिथ्म
Additive petroleum,योज्य पेट्रोलियम
Additive property,योज्य गुणधर्म
Adduct,योगोत्पाद
Adductive crystallization,योगोत्पादी क्रिस्टलन
Adequacy,पर्याप्तता
Adherent,आसंजित
Adhesion,आसंजन
Adhesion of paint,पेन्ट आसंजन
Adhesive,आसंजक
Adhesive additive,आसंजी योज्य
Adiabatic compression,रूद्धोष्म संपीडन
Adiabatic condition,रूद्धोष्म अवस्था
Adiabatic constant,रूद्धोष्म स्थिरांक
Adiabatic expansion of gases,गैसों का रूद्धोष्म प्रसार
Adiabatic flow,रूद्धोष्म प्रवाह
Adiabatic humidification,रूद्धोष्म आर्द्रीकरण
Adiabatic operation,रूद्धोष्म संक्रिया
Adiabatic reactor,रूद्धोष्म रिऐक्टर
Adiabatic saturation,रूद्धोष्म संतृप्ति
Adiabatic temperature,रूद्धोष्म ताप
Adiabatic temperature drop,रूद्धोष्म ताप ह्रास
Adiabatic vaporization,रूद्धोष्म वाष्पन
Adipic acid (butane dicarboxylic acid),ऐडिपिक अम्ल
Adiponitrile,ऐडिपोनाइट्राइल
Adjacency matrix,आसन्नता आव्यूह
Adjoint equation,संलग्न समीकरण
Adjoint funciton,संलग्न फलन
Adjoint matrix,सहखंडज आव्यूह
Adjoint variable,संलग्न चर
Adjoint vector,संलग्न सदिश
Adjestable joint,समायोज्य संधि
Administrative cost,प्रशासनिक लागत
Admiralty metal,ऐडमिरेल्टी धातु
Admissible,ग्राह्य
Admissible function,ग्रह्य फलन
Admissible output set,ग्राह्य निर्गम समुच्चय
Admissible variation,ग्राह्य विचरण
Adsorbate,अधिशोष्य
Adsorbent,अधिशोषक
Adsorber,अधिशोषक
Adsorption,अधिशोषण
Adsorption column,अधिशोषण स्तंभ
Adsorption equilibrium table,अधिशोषण साम्य सारणी
Adsorption gasoline,अधिशोषण गैसोलीन
Adsorption hysteresis,अधिशोषण शैथिल्य
Adsorption isostere,अधिशोषण आइसोस्टिअर
Adsorption isotherm,अधिशोषण समतापी वक्र
Adsorption plant,अधिशोषण संयंत्र
Adsorption system,अवशोषण तंत्र
Adsorption treatment,अधिशोषण उपचार
Adsorption wave,अधिशोषण तरंग
Adsorptive process,अधिशोषण प्रक्रम
Adavance diameter ratio,अग्रिम व्यास अनुपात
Adverse pressure gradient,प्रतिकूल दाब प्रवणता
Aerated flame burner,वातित ज्वाला बर्नर
Aerated flow,वातित प्रवाह
Aerated trest burner,वातित परीक्षण बर्नर
Aeration,वातन
Aeration tank,वातन टंकी
Aerator,वातित्र
Aerobacter,ऐरोबैक्टर
Aerobacter aerogen,ऐरोबैक्टर वातजन
Aerobe,वायुजीव
Aerobic digestion,वायुजीवी पाचन
Aerobic incubation,वायुजीवी ऊष्मायन
Aerobic organism,वायुजीवी जीव
Aerobic sewage treatment,वायु मल उपचार
Aerobiosis cycle,वातापेक्षजीवन चक्र
Aerocat particle,ऐरोकैट कण
Aerodynamics,वायुगतिकी
Aerodynamic sample size,वायुगंतिक प्रतिदर्श आमाप
Aerofoil,"एयरोफॉयल, वायुपत्रक"
Aerometer,वायुमापी
Aeronautics,वैमानिकी
Aerosol can propellant,ऐरोसॉल कैन नोदक
Aerosol drift,ऐरोसॉल विस्थापन
Affecting factor,प्रभावी कारक
Affinity,बंधुता
After burning,पश्चज्वलन
After condenser,पश्चसंघनित्र
Afer cooler,पश्च शीतलित्र
After cooling,पश्च शीतलन
After heating,पश्च तापन
After reaction,पश्च अभिक्रिया
After teeming,पश्च अवपातन
After treatment,पश्चोपचार
Age distribution,वयस बंटन
Age hardening,काल कठोरन
Ageing parameter,काल प्रभावन प्राचल
Agglomerate,संपिडित (वि.) संपिंड (सं.)
Agglomerated material,संपिंडित सामग्री
Agglomeration,संपिंडन
Agglomeration index,संपिंडन सूचकांक
Aggregate,पुंज
Aggregation,पुंजन
Aggregative fluidization,पुंजन तरलन
Aging of catalyst,उत्प्रेरक कालप्रभावन
Agitate,प्रक्षोभन
Agitated pan drier,प्रक्षोभित कटाह शुष्कक
Agitated tank,प्रक्षोभित टंकी
Agitated vessel,प्रक्षोभित पात्र
Agitation,प्रक्षोभन
Agitation effectiveness,प्रक्षोभन प्रभाविता
Agitation equipment,प्रक्षोभन उपस्कर
Agitator,प्रक्षोभक
Agricultural pest,कृषि पीडक
Agricultural product,कृषि उत्पादन
Agrochemical,कृषिरसायन
Agrochemical attractant,कृषिरसायन आकर्षी
Agrochemical growth modifier,कृषिरसायन वृद्धि संशोधक
Agrochemical herbicide,कृषिरसायन शाकनाशी
Agrochemical pesticide,कृषिरसायन पीडकनाशी
Air blown asphalt,वायुधमित ऐस्फाल्ट
Air carbon reaction,वायु कार्बन अभिक्रिया
Airco-hoover sweetening,एअरको हूवर मधुरण
Air compressor,वायु संपीडित्र
Air conditioning,वातानुकूलन
Air cooled condenser,वायुशीतलित संघनित्र
Air cooled extended surface,वायुशीतलित वर्धित पृष्ठ
Air-cooled finned pipe,वायुशीतलित पंखित पाइप
Aircraft glazing,विमान काचन
Air-displacement system,वायु-विस्थापन तंत्र
Air drying,वायु शुष्कन
Air filter,वायु निस्यंदक
Airfoil,वायुपन्नी
Air free vapour,वायु मुक्त वाष्प
