English,Hindi
Aa Channel,आ सरणि
Aa lava,आ लावा
Abyssal assimilation,वितल स्वांगीकरण
Abyssal deposit,वितलीय निक्षेप
Abysmal injection,नितल अंतःक्षेपण
Abyssal injection,वितलीय अंतःक्षेपण
Abyssal rock,वितलीय शैल
Abyssal sediment,वितलीय अवसाद
Acaustobiolith,अदाह्य जीवजाश्म
Accessory,"अतिरिक्त, सहायक, गौण (वि.)"
Accessory ash,गौण भस्म
Accessory ejecta,गौण बहिःक्षेप
Accidental,"संयोगी, आकस्मिक, आगंतुक"
Accidental ejecta,संयोगी बहिःक्षेप
Accidental inclusion,आगंतुक अन्तर्वेश
Accidental xenolith,आगंतुक अपराश्म
Adiabatic,रुद्धोष्म
Adiabatic change,रुद्धोष्म परिवर्तन
Adiabatic drift,रुद्धोष्म विस्थापन
Adiabatic effect,रुद्धोष्म प्रभाव
Adiabatic effusion,रुद्धोष्म निःसरण
Adiabatic equation,रुद्धोष्म समीकरण
Adiabatic equilibrium,रुद्धोष्म संतुलन
Adiabatic gradient,रुद्धोष्म प्रवणता
Adiabatic process,रुद्धोष्म प्रक्रम
Adinole,ऐडिनोल
Adinole slate,ऐडिनोल स्लेट
Adjacent phase,सलंग्न प्रावस्था
Achondrite,एकान्ड्राइट
Acid,अधिसिलिक
Acid base catalysis,अम्ल क्षारक उत्प्रेरण
Acidic,अधिसिलिक
Acidic rock,अधिसिलिक शैल
Acid rock,अधिसिलिक शैल
Acinose,कणिकायित
Acrobatholithic deposit,अग्रमहास्कंधी निक्षेप
Active deposit,सक्रिय निक्षेप
Adamsite,ऐडम्साइट
Adhesive slate,आसंजक स्लेट
Adobe,ऐडोव
Adsorption,अधिशोषण
Adventive,आगंतुक
Adventive,अपस्थानिक
Adventive cone,अपस्थानिक शंकु
Adventive crater,अपस्थानिक क्रेटन
Adventive neck,अपस्थानिक ग्रीवा
Aeluroidea,एलूराइडिया
Aeluropus melanoleucus,ऐलूरोपस मेलेनोल्यूकस
Aeolian rock,वातोढ़ शैल
Aerinite,एरीनाइट
Aerobic,वायुजीवी
Aerolite,"ऐरोलाइट, अश्म, उल्का"
Aerosiderite,लोह उल्का
Aerosiderolite,लोहश्मी उल्का
Aerosite,ऐरोसाइट
Aetite,एटाइट
Agaphite,एगेफाइट
Age hardened,काल कठोरित
Age hardening,काल कठोरन
Agglomerate,संपिंड
Agglomerate,संज्वालाश्म
Agglomerate lava,संज्वालाश्म लावा
Agglutinate,संकाचज्वालाश्म
Aggregate,पुंज
Aggregate,पुंजन
Agnesite,एग्नेसाइट
Agnolite,एग्नोलाइट
Agpaite,एग्पाइट
Agricolite,एग्रीकोलाइट
Ailsyte,एल्साइट
Air void ratio,वायु रिक्ति अनुपात
Akenobeite,ऐकेनोबाइट
Alaskite,एलास्काइट
Albanite,अल्बेनाइट
Albert coal,अल्वर्ट कोयला
Albite-chlorite schist,ऐल्बाइट क्लोराइट शिस्ट
Albite epidote-hornfels facies,ऐल्बाइट एपिडोट हार्नफेल्स संलक्षणी
Albitite,ऐल्बिटाइट
Albitized,एलबाइटीभूत
Albolite,एल्बोलाइट
Alboranite,ऐल्बोरेनाइट
Aleutite,ऐल्यूटाइट
Algal ball,शैवाल कंदुक
Algal biscuit,शैवाल बिस्कुट
Algal coal,शैवाली कोयला
Algal crust,शैवाली पपड़ी. शैवाल पर्पटी
Algal dust,शैवाल धूलि
Algal limestone,शैवाली चूनाश्म
Algal pit,शैवाली गर्तिका
Algovite,एल्गोवाइट
Alimentation,संभरण
Alimentation facies,संभरण संलक्षणी
Alkali basalt,क्षारीय बैसाल्ट
Alkali calcic rock,क्षार-कैल्सी शैल
Alkalic fumarole,क्षारिक वाष्पमुख
Alkalic rocks,क्षारिक शैल
Alkali lake,क्षार झील
Alkali lime index,क्षार चूना सूचकांक
Alkali lime series,क्षार चूना श्रेणी
Alkali metal,क्षार धातु
Alkali metasomatism,क्षार-तत्वांतरण
Alkaline earth,क्षारीय मृदा
Alkaline magma,क्षारीय मैग्मा
Alkaline olivine basalt,क्षारीय ऑलिवीन बेसाल्ट
Alkaline plutonic rock,क्षारीय वितलीय शैल
Alkalinity,"क्षारता, क्षारीयता"
Alkalious,"क्षारमय, क्षारयुक्त"
Alkali series,क्षार श्रेणी
Allagite,ऐलाजाइट
Allite,एलाइट
Allivalite,ऐलीवेलाइट
Allochem,एलोकेम
Allochetite,ऐलोकेटाइट
Allochthon,अपरस्थानिक शैल पिंड
Allodelphite,ऐलोडेल्फाइट
Allogene,अन्यत्रजन
Allogenic,अन्यत्रजनिक
Allogenous,अन्यत्रजात
Alloiometrons,विकासीमात्रा घटक
Allometry,सापेक्षमिति
Allomorphism,अपरकायांतरण
Allomorphism,अपररूपता
Allothigene,अन्यत्रजन
Allothigenic,अन्यत्रजनिक
Allothigenous,अन्यत्रजात
Allothigenous ejecta,अन्यत्रजात बहिःक्षेप
Allothimorph,मूलरूपक
Allothogenic (allogenic),अन्यत्रजनिक
Allothrausmatic,अपरकेन्द्रकी
Allotriomorphic,अस्वरूपी
Almandine amphibolite facies,अलमन्डाइन ऐम्फीबोलाइट संलक्षणी
Alnoite,अलनॉइट
Alomite,ऐलोमाइट
Alpha decay,ऐल्फा क्षय
Alpha particle,ऐल्का कण
Alpine peridotite,अल्पाइन पेरिडोटाइट
Alshodite,एल्शोडाइट
Altered rock,परिवर्तित शैल
Alternate segregation,एकांतर विसंयोजन
Alum coal,ऐलम कोयला
Aluminous xenolith,ऐलुमिनी अपराशम
Alum shale,"फिटकरी शेल, ऐलम शेल"
Alum slate,ऐलम स्लेट
Alveolina limestone,ऐल्वियोलिना चूनापत्थर
Amagmatic,अमैग्मी
Ambonite,ऐम्बोनाइट
Ameletite,ऐमेलेटाइट
Amherstite,एमहर्स्टाइट
Amianthinite,ऐमियन्थीनाइट
Ammite,एमाइट
Ampelite,ऐम्पेलाइट
Amphibolite,ऐम्फिबोलाइट
Amphibolite facies,ऐम्फिबोलाइट संलक्षणी
Amphigenite,ऐम्फिजेनाइट
Amphoterite,ऐम्फोटेराइट
Amygdale (amygdule),वातामक
Amygdaloid,वातामकी (शैल)
Amygdaloidal,वातामकी
Amygdaloidal basalt,वातामकी बेसाल्ट
Amygdaloidal flows,वातामकी लावास्तर
Amygdular,वातामकी
Amygdular cavity,वातामकी गुहिका
Anabohitsite,ऐनाबोहिट्साइट
Anadiaene,ऐनाडिएन
Anaerobic,अवायवीय
Anaerobic decay,अवायवीय क्षय
Anaerobic sediment,अवायवीय अवसाद
Anagenesis,प्रविकास
Analcite basalt,ऐनैल्साइट बेसाल्ट
Analcite syenite,ऐनैल्साइट सायनाइट
Analcite synthesis,ऐनैल्साइट संश्लेषण
Analcitisation,ऐनैल्साइटीभवन
Anamorphic form,प्रकायांतरिक रूप
Anamorphic zone,जटिल कायांतरी मंडल
Anamorphism,जटिल कायांतरण
Anatectic magma,पुनर्गलित मैग्मा
Anatexis,पुनर्गलन
Anauxitic sand,एनॉक्साइटी बालू
Anchi-eutectic,प्रायःगलनक्रांतिक
Anchi-monomineralic,प्रायः एकखनिजी
Anchorite,एन्कोराइट
Andalusite-biotite schist,ऐन्डालूसाइट बायोटाइट शिस्ट
Andalusite staurolite schist,ऐन्डालूसाइट स्टॉरोलाइट शिस्ट
Andendiorite,ऐन्डेन्डायोराइट
Andengranite,ऐन्डेनग्रेनाइट
Andesine,ऐन्डेजिन
Andesinite,ऐन्डेजिनाइट
Andesite,ऐन्डेजाइट
Andesitic,ऐन्डेजाइटी
Andesitic magma,ऐन्डेजाइटी मैग्मा
Anelasticity,विषम प्रत्यास्थता
Anemochore,वायुप्रकीर्ण
Anemosilicarenyte,"पवनसिलिकी रेणुकाशम, एनेमोसिलिकेरिनाइट"
Anemosilicilutyte,"पवनसिलिकी पंकाशम, एनेमोसिलिसीलुटाइट"
Angelardite,एन्गेलार्डाइट
Angrite,ऐन्ग्राइट
Anion exchange,ऋणायन विनिमय
Anisotropic,विषमदैशिक
Anisotropic fabric,विषमदैशिक संविन्यास
Ankaramite,आन्कारामाइट
Anogene,ऐनोजिन
Anogenic,ऐनाजिनी
Anophorite,ऐनोफोराइट
Anorogenic granite,अपवर्तनी ग्रेनाइट
Anorthitissite,एनॉर्थोटिसाइट
Anorthosite,ऐनॉर्थोसाइट
Antamokite,ऐन्टामोकाइट
Antecedent moisture,पूर्ववर्ती आर्द्रता
Anthaxolite,ऐन्थेक्सोलाइट
Anthracite,ऐन्थ्रासाइट
Anthracite coal,ऐन्थ्रासाइट-कोयला
Anthracitization,ऐन्थ्रासाइटन
Anthracology,कोयला शैलवर्णना
Anthraconite,ऐन्थ्राकोनाइट
Anthracoxene,ऐन्थ्राकोक्जीन
Anthraxylon,ऐन्थ्राक्सिलॉन
Anthraxylous-attrital coal,ऐन्थ्राक्सी-ऐट्राइटसी कोयला
Anthraxylous coal,ऐन्थ्राक्सी कोयला
Anthrosol,ऐन्थ्रोसॉल
Antibiosis,"प्रतिजीविता, प्रतिजीवन"
Antigorite schist,ऐन्टिगोराइट शिस्ट
Antistress minerals,समबल खनिज
Antitely,विनाशोपार्जिता
Aphaneric,अदृश्य क्रिस्टली
Aphaniphyric,अफैनीफायरी
Aphanite,अदृश्य क्रिस्टली
Aphanophyric,अफैनोफायरी
Aphotic,अप्रकाशी
Aphrolith,फैनाश्म
Aphrosiderite,ऐफ्रोसिडेराइट
Aphylactic projection,अफिलैट्किक प्रक्षेप
Aphyric,अफायरी
Aplite,ऐप्लाइट
Aplodiorite,ऐप्लोडायोराइट
Aplogranite,ऐप्लोग्रेनाइट
Apobasidian,विकाचित ऑक्सीडियन
Apophyllite,ऐपोफिलाइट
Aporhyolite,विकाचित रायोलाइट
Apophysis (paleont),विवर्ध
Apparent accumulation,आभासी संचयन
Apparent porosity,आभासी सरंध्रता
Appinite,एपिनाइट
Apple coal,मृदु कोयला
Apposition fabric,स्थितिक संविन्यास
Apyrous,अतापांतरी
Aqueoglacial clay,हिमजल मृत्तिका
Aqueo igneous,जलाग्नेय
Aqueo residual sand,जलावशेषी बालू
Aqueous fusion,जलीय गलन
Aqueous lava,पंक लावा
Aqueous rock,जलीय शैल
Arabesquitic,ऐराबेस्की
Arandisite,ऐरैन्डिसाइट
Arapahite,आरैपाहाइट
Archaean granite,आद्यमहाकल्पी ग्रेनाइट
Archolithic,आर्कोलिथी
Areal differentiation,क्षेत्रीय विभेदन
Areal eruption,क्षेत्रीय उद्गार
Area of sedimentation,अवसादन क्षेत्र
Arenaceous,बालुकामायी
Arenaceous,बालुकावासी
Arenaceous rock,बालुकामय शैल
Arendalite,आरेन्डेलाइट
Arenilitic,बालुकाश्मीय
Arenite,रेणुकाश्म
Arenose,बालुमय
Argillaceous,मृण्मय
Argillaceous,मृदावासी
Argillaceous facies,मृण्मय संलक्षणी
Argillaceous rock,मृण्मय शैल
Argillaceous sand stone,मृण्मय बालूकाश्म
Argilic alteration,मृण्मय परिवर्तन
Argillite,आर्जिलाइट दृढ़मृदाश्म
Argillo arenaceous,मृद् बालुमय
Argillo calcareous,मृद्कैल्सियमी
Arkose,आर्कोज़
Arkose sand,आर्कोज बालू
Arkosic gravel,"आर्कोजी ग्रैवेल, आर्कोजी बजरी"
Arkosic red bed,आर्कोजी लाल संस्तर
Armored mud ball,वर्मित पंक पिंड
Arrested stoping,रुद्ध विवर्ध
Arteric migmatite,आर्टेरी मिग्मेटाइट
Artificial melt,कृत्रिम गलन
Aschaffite,आशाफाइट
Aschistic,अविपाटी
Aschistite,"अविपाटित शैल, अशिस्टाइट"
Ash,"राख, भस्म"
Ash-analysis,भस्म विश्लेषण
Ash ball,ऐश बॉल
Ash-breccia matrix,भस्म संकोणाश्म आघात्री
Ash cone,भस्म शंकु
Ash constituents,भस्म रचक
Ash content,भस्म अंश
Ash fall,भस्म पात
Ash tuff,भस्म टफ
Asian tektite,एशियाई टेक्टाइट
Asiderite,अलोह उल्का
Asmanite,ऐस्मेनाइट
Asperite,ऐस्पेराइट
Asperolite,ऐस्पेरोलाइट
Asphalt rock,ऐस्फाल्ट शैल
Asphalt seal,ऐस्फाल्ट सील
Asphaltic sandstone,ऐस्फाल्टी बालुकाश्म
Assemblage,समुच्चय
Assemblage zone,समुच्चय ज़ोन
Assimilation,स्वागीकरण
Assyntite,एसिन्टाइट
Asthenolith,ऐस्थेनोलिथ
Astite,ऐस्टाइट
Astridite,ऐस्ट्रिडाइट
Astrolite,ऐस्ट्रोलाइट
Asymmetric lacolith,असममित लैकोलिथ
Atatschite,एटेट्शाइट
Ataxic,अपट्टित
Ataxite,एटेक्साइट
Atelite,एटिलाइट
Atlantic suite,अट्लांटिक शैलसंजाति
Atlasite,ऐटलेसाइट
Atmoarenyte,"वायुरेणुकाश्म, एट्मोएरेनाइट"
Atmoargillutyte,"वायुमृदुपंकाश्म, ऐट्मोआर्जिलूटाइट"
Atmocalcarenyte,"वायुकैल्सीरेणुकाश्म, एट्मोकैल्कऐरेनाइट"
Atmocalcilutyte,"वायुकैल्सीपंकाश्म, ऐट्मोकैल्सीलूटाइट"
Atmocalcirudyte,"वायुकैल्सीगुटिकाश्म, ऐट्मोकैल्सीरूडाइट"
Atmoclast,वायु-खंडाश्म
Atmoclastic,वायु-खंडज
Atmogenic,वायुजनित
Atmolith,वायवाश्म
Atmolutyte,"वायुपंकाश्म, ऐटमोलूटाइट"
Atmorudyte,"वायुगुटिकाश्म, ऐट्मोरुडाइट"
