English,Hindi
A-site of ribosome,राइबोसोम का ए.-स्थल
A.D.P. (Adenosine diphosphate),ए.डी.पी. (ऐडेनोसिन डाइफॉस्फेट
A.T.P. (Adenosine Triphosphate),ए.टी.पी. (ऐडेनोसिन ट्राइफॉस्फेट)
A.U.G. Codon,ए.यू.जी. प्रकूट
Abdomen,उदर
Abdominal,"उदरीय, उदर"
Abdominal air sac,उदरीय वायु-कोश
Abdominal aorta,उदरीय महाधमनी
Abdominal appendage,उदरीय उपांग
Abdominal ganglion,उदरीय गुच्छिका
Abdominal gill,उदरीय क्लोम
Abdominal gland,उदरीय ग्रंथि
Abdominal muscle scar,उदरीय पेशी क्षतचिह्नन
Abdominal pore,उदरीय छिद्र
Abdominal recti (rectus abdominis),उदरीय ऋजु पेशी
Abdominal sense organ,उदरीय संवेदी अंग
Abdominal spiracle,उदरीय श्वासरंध्र
Abducent nerve (abducens),अपवर्तनी तंत्रिका (एब्डुसेन्स)
Abduction,अपवर्तन
Abductor,अपवर्तनी
Adbuctor braces,बंध अपवर्तनी
Abductor caudae,पुच्छ अपवर्तनी
Abductor caudae externus,बाह्य पुच्छ अपवर्तनी
Abductor caudae internus,आंतर पुच्छ अपवर्तनी
Abductor coxa,अपवर्तनी कक्षांग
Abductor muscle,अपवर्तनी पेशी
Abductor ramus,शाखा अपवर्तनी
Aberrant,विपथी
Aberrant commissure,विपथी संधायी
Abiogenesis (abiogeny),अजीवात्जनन
Abiogenetic,अजीवात्जनिक
Abiotic,अजैव
Abiotic factor,अजैव कारक
Ablastic,अकोरकी
Ablastin,ऐब्लैस्टिन
ABO blood group system,ए.बी.ओ. रूधिरवर्ग तंत्र
Abomasum,"चतुर्थ आमाशय, एबोमैसम"
Aboral,अपमुख
Aboral aorta,अपमुख महाधमनी
Aboral canal,अपमुख नाल
Aboral circular coelom,अपमुख वृत्ताकार प्रगुहा
Aboral flange,अपमुख फ्लेन्ज
Aboral nervous system,अपमुख तंत्रिका तंत्र
Aboral pole,अपमुख ध्रुव
Aboral sense organ,अपमुख संवेदी अंग
Aboral view,अपमुख दृश्य
Aboriginal,आदिवासी; आदिम
Aborted podium,रूद्धवृद्धि पाद
Abortive,विफल
Abortive lysogenization,विफल लयजनीभवन
Abortive transduction,विफल पारक्रमण
Abrasion," अपघर्षण , खरोंज"
Absolute configuration,निरपेक्ष विन्यास
Absolute estimation,पूर्ण आकलन
Absolute plating efficiency,निरपेक्ष प्लेटन दक्षता
Absorb,अवशोषण करना
Absorbance," अवशोष्यता , अवशोषणांक"
Absorption,अवशोषण
Absorption coefficient,अवशोषण-गुणांक
Absorption peak,अवशोषण शिखर
Absorption spectrum,अवशोषण स्पेक्ट्रम
Absorptive cell,अवशोषी कोशिका
Absorptive endocytosis,अवशोषी अंतःकोशिकता
Absorptive lipaemia,अवशोषी वसारक्तता
Abysmal,अतलीय
Abysmal area,अतल क्षेत्र
Abyssal,"वितलीय, वितल-"
Abyssal benthos," विनितल (वितलनितल क्षेत्र) , विनितलक"
Abyssal deposit,वितलीय निक्षेप
Abyssal fauna,वितलीय एकाइनोडर्म
Abyssal fish,वितलीय मीन
Abyssal life,वितल जीवन
Abyssal organism,वितलीय जीव
Abyssal zone,वितल क्षेत्र
