English,Hindi
Abaxial,अपाक्ष
Abculture (abkulture),"अपसंवर्धन, अपसंवर्ध*"
Aberrant family,विपथी कुल
Abhymenial,अपहाइमीनियमी
Abies,"ऐबीज़, बलूत*"
Abies siberica,ऐबीज़ साइबीरिका*
Abietine,बलूती
Abietineae,एबाटिनी*
Abietineous cone,एबीटिनीय शंकु
Abietineous pitting,एबीटिनीय गर्तन
Abietineous stock,एबीटिनीय स्कन्ध
Abiogenesis (=abiogeny),आजीवात्जनन*
Abiotic,"जीवेतर, अजैव*"
Abjuction,अपयोजन*
Abkoint,अपयोजन*
Ablactation,नति*
Ablast,अकोरक
Abnodation,अपगांठन*
Abnormal clone,अपसामान्य क्लोन
Aboospore,अनिषेक फलितांड*
Abortion,वृद्धिरोध
Abortive,रुद्धवृद्धि
Abroma augusta,ऐब्रोमा ऑगस्टा
Abrupt,"असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित"
Abrus,ऐब्रस*
Abrus precatorius,ऐब्रस प्रिकेटोरियस (घुंघची)
Abscess,विद्रधि
Abscission,विलगन*
Abscission zone,विलगन-प्रदेश
Absciss layer,विलग परत
Absence,लोप
Absidia,ऐब्सिडिया*
Absidia ramosa,ऐब्सिडिया रैमोसा*
Absidia septata,ऐब्सिडिया सेप्टेटा*
Absidia spinosa,ऐब्सिडिया स्पाइनोसा*
Absolute growth rate,परम वृद्धि दर
Absorb,अवशोषण करना
Absorbable,अवशोष्य*
Absorption,अवशोषण
Absorption cell,अवशोषण-कोष्ठिका
Absorption of moisture,नमी-अवशोषण
Absorptive root,अवशोषक मूल
Absorptivity,अवशोषकता*
Abstract Cauchy problem,अमूर्त कौशी-समस्या
Abstriction,अपाकुंचन
Abutilon,ऐबूटिलॉन*
Abutilon asiaticum*,ऐबूटिलॉन एशियाटिकम
Abutilon graveolens*,ऐबूटिलॉन ग्रेवियोलेन्स
Abutilon indicum*,ऐबूटिलॉन इन्डिकम
Abutilon polyandrum*,ऐबूटिलॉन पॉलिऐन्ड्रम
Abyssal flora,वितलीय वनस्पतिजात
Acacia,ऐकेशिया
Acacia arabica*,"ऐकेशिया अरैबिका (बबूल,
 कीकर)"
Acacia catechu*,"ऐकेशिया कैटेचू (कत्था,
 खदिर, खैर)"
Acacia melanoxylon*,ऐकेशिया मिलानॉक्सिलौन
Acacia nolitica*,ऐकेशिया नौलिटिका
Acacia senegal*,ऐकेशिया सेनीगल
Acacia shrub,ऐकेशिया झाड़ी
Acalycalis,अबाह्यदली*
Acalypha indica*,ऐकेलाइफ़ा इण्डिका
Acantha,कंट
