English,Hindi
Ab ampere,ऐब ऐम्पियर
AB power pack,ए-बी शक्ति पिटक
Abating,उपशमन
Abaxial,अपाक्ष
Abbe-refractometer,ऐबे अपवर्तनमापी
Abbot Cox process,ऐबेट कॉक्स प्रक्रम
Abbreviation,संक्षेप
Abdomen,उदर
Abdominal respirator,उदरीय श्वसित्र
Abel average,आबेल माध्य
Abel-Pensky tester,आबेल पैन्स्की परीक्षित्र
Aberration,विपथन
Aberration corrector lens,विपथन संशोधक लेन्स
Aberration of light,प्रकाश विपथन
Abfarad,एबफैरड
Abietate,एबिएटेट
Abietic acid,एबिएटिक अम्ल
Abietolene,एबीटोलीन
Ability,योग्यता
Abiotic element,अजीवीय तत्व
Abiotoxin,एबायोटॉक्सिन
Abitol,ऐबिटॉल
Ablata,ऐल्बाटा
Ablation,अपक्षरण
Ablative plastic,अपक्षरक प्लास्टिक
Ablative system,अपक्षरक निकाय
Abnormal,अपसामान्य
Abnormal density,अपसामान्य घनत्व
Abnormal polarisation,अपसामान्य ध्रुवण
Abnormal propagation,अपसामान्य संचरण
Abnormal reflection,अपसामान्य परावर्तन
Abnormal refraction,अपसामान्य अपवर्तन
Abnormal resistance,अपसामान्य प्रतिरोध
Abnormal series,अपसामान्य श्रेणी
Abnormality,अपसामान्यता
Abopan,ऐबोपान
Abortive,विफल
Above par,अधिमूल्य पर
Abracol,ऐब्रैकॉल
Abradant,अपघर्षक
Abrade,अपघर्षक
Abraded,अपघर्षित
Abraded yarn,अपघर्षित सूत्र
Abrader (abraser),अपघर्षित्र
Abrading test,अपघर्षण परीक्षण
Abradum,ऐब्रेडम
Abraham consistometer,एब्रहैम गाढ़तामापी
Abraser,अपघर्षित्र
Abrasion,"अपघर्षण, खरोंच"
Abrasion electrode,अपघर्षण इलैक्ट्रोड
Abrasion index,अपघर्षणांक
Abrasion plane,अपघर्षण समतल
Abrasion platform,अपघर्षण बेदी
Abrasion resistance,अपघर्षण प्रतिरोध
Abrasion resistant,अपघर्षण प्रतिरोधी
Abrasion streak and scratch,अपघर्षण रेखा और खरोंच
Abrasion test,अपघर्षण परीक्षण
Abrasive,"अपघर्षी, अपघर्षक"
Abrasive forming,अपघर्षी रूपण
Abrasive resistance,अपघर्षी प्रतिरोध
Abrasive sand,अपघर्षी बालू
Abrasiveness,अपघर्षिता
Abraum salt,अब्राउम लवण
Abreuvage,ऐब्रिवेज
Abridged notation,संक्षिप्त संकेतन
Abridged spectrophotometry,संक्षिप्त स्पेक्ट्रोप्रकाशमिति
Abridgement,संक्षेपण
Abrine,ऐब्रीन
Abrodil,ऐब्रोडिल
Abrupt,"असंलग्न, सहसा"
Abrupt jump,सहसा झंप
Abscised,"विलगित, उत्पाटित"
Abscised branch,विलगित शाखा
Absciss layer,विलग परत
Abscissa,भुज
Abscission,विलगन
Absence,लोप
Absent reflection,लुप्त परावर्तन
Absent spectrum,लुप्त स्पेक्ट्रम
Absinthium extract,ऐबसिन्थिअम निष्कर्ष
Absolute,"निरपेक्ष, परम, परिशुद्ध"
Absolute acceleration,निरपेक्ष त्वरण
Absolute accuracy,निरपेक्ष यथार्थता
Absolute activity,निरपेक्ष साक्रियता
Absolute age,निरपेक्ष आयु
Absolute alcohol,परिशुद्ध ऐल्कोहॉल
Absolute ampere,निरपेक्ष ऐम्पियर
Absolute angular momentum,निरपेक्ष कोणीय संवेग
Absolute boiling point,परम क्वथनांक
Absolute bolometric luminosity,निरपेक्ष तेजमापीय ज्योति
Absolute capacity,निरपेक्ष धारिता
Absolute chronology,सौरवर्ष कालानुक्रम
Absolute coefficient,निरपेक्ष गुणांक
Absolute colour index,निरपेक्ष वर्णांक
Absolute configuration,निरपेक्ष विन्यास
Absolute continuity,निरपेक्ष सांतत्य
Absolute convergence,निरपेक्ष अभिसरण
Absolute coordinate system,निरपेक्ष निर्देशांक तंत्र
Absolute coordinates,निरपेक्ष निर्देशांक
Absolute coulomb,निरपेक्ष कूलॉम
Absolute darkness,परम अंधकार
Absolute density,निरपेक्ष घनत्व
Absolute differential,निरपेक्ष अवकल
Absolute differential calculus,निरपेक्ष अवकल गणित
Absolute displacement,निरपेक्ष विस्थापन
Absolute drift,निरपेक्ष अपवहन
Absolute e.m.u.,निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक)
Absolute e.s.u.,निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक)
Absolute efficiency,निरपेंक्ष दक्षता
Absolute electrometer,निरपेक्ष विद्युतमापी
Absolute error,निरपेक्ष त्रुटि
Absolute frequency,निरपेक्ष आवृत्ति
Absolute humidity,निरपेक्ष आर्देता
Absolute incidence,निरपेक्ष आपतन
Absolute index of refraction,निरपेक्ष अपवर्तनांक
Absolute instability,निरपेक्ष अस्थायित्व
Absolute intensity,निरपेक्ष तीव्रता
Absolute invariant,निरपेक्ष निश्चर
Absolute length,निरपेक्ष लंबाई
Absolute luminosity curve,निरपेक्ष ज्योति वक्र
Absolute magnitude,निरपेक्ष परिमाण
Absolute manometer,निरपेक्ष दाबांतरमापी
Absolute maximum,परम उच्चिष्ठ
Absolute maximum rating,निरपेक्ष चरम निर्धार
Absolute minimum,परम निम्निष्ठ
Absolute momentum,निरपेक्ष संवेग
Absolute motion,निरपेक्ष गति
Absolute movement,निरपेक्ष संचलन
Absolute number,निरपेक्ष संख्या
Absolute observation,निरपेक्ष प्रेक्षण
Absolute ohm,निरपेक्ष ओम
Absolute permittivity,निरपेक्ष विद्युत्शीलता
Absolute pressure (true pressure),निरपेक्ष दाब
Absolute property,निरपेक्ष गुणधर्म
Absolute reaction rate,निरपेक्ष अभिक्रिया दर
Absolute scalar,निरपेक्ष अदिश
Absolute scale of temperature,ताप का परम मापक्रम
Absolute significance,निरपेक्ष सार्थकता
Absolute stress,निरपेक्ष प्रतिबल
Absolute symmetry,निरपेक्ष सममिति
Absolute system of motion,निरपेक्ष गति तंत्र
Absolute temperature,परम ताप
Absolute time,निरपेक्ष काल
Absolute truth,परम सत्य
Absolute unit,निरपेक्ष मात्रक
Absolute value,निरपेक्ष मान
Absolute value computer,निरपेक्ष मान अभिकलित्र
Absolute velocity,निरपेक्ष वेग
