English,Hindi
Absolute vorticity,निरपेक्ष भ्रमिलता
Accelerometer,त्वरणमापी
Acoustical logging,ध्वनिक संलेखन
Activate,सक्रिय करना
Activated,"सक्रियित, सक्रियकृत"
Activation,सक्रियण
Active,सक्रिय
Active force,सक्रिय बल
Activity,सक्रियता
Adaptive radiation,अनुकूली विकिरण
Aerial camera,वायु कैमरा
Aerial photogrammetry,वायव फोटोग्राममिति
Aerial photograph,वायव फोटो
Aerial photography,वायव फोटोग्राफी
Aerial photo interpretation,आकाशी फोटो निर्वचन
Aerial survey,आकाशी सर्वेक्षण
Aeromagnetic surveying,वायुचुंबकीय सर्वेक्षण
Aftershock,उत्तरघात
Age,"वय, आयु, उम्र, काल, युग (सं); काल प्रभावित होना, काल प्रभावित करना (क्रि, )"
Agitair flotation machine,ऐजीटेयर उत्प्लवन मशीन
Agitation froth machine,प्रक्षोमन झाग मशीन
Agitator,प्रक्षोभक
Airborne,वातोढ़ वायुवाहित
Airborne magnetometer,वायुवाहित चुम्बकत्वमापी
Airborne profile recorder,वायुवाहित प्रोफाइल अभिलेखित्र
Airborne scanner,वायुवाहित क्रमवीक्षक
Airborne scintillation counter,वायुवाहित प्रस्फुरण गणित्र
Airy theory,एयरी सिद्धांत
Alkanasul,ऐलकेनासुल
Alpha activity,ऐल्फा सक्रियता
Alpha decay,ऐल्फा क्षय
Alpha particle,ऐल्फा कण
Alpha particle recoil track,एल्फाकरण प्रतिक्षेप पथ
Alpha particle track,ऐल्फा कण पथ
Alpha sensitive emulsion,ऐल्फा संवेदी इमल्शन
Alpha track emulsion,ऐल्फा पथ इमल्शन
Amphitorn,ऐम्फिटॉर्न
Amplitude modulated,आयाम-मॉडुलित
Amplitude ratio,आयाम अनुपात
Anamonaene,ऐनामोने
Anelasticity,विषम प्रत्यास्थता
Angel echoes,ऐंजेल प्रतिध्वनि
Angel signal,ऐंजेल संकेत
Anhysteretic remanent magnetization,अशिथिलित अवशिष्ट चुंबकन
Anisometric particle,त्रिसमलंबाक्षेतर कण
Annihilation radiation,विलोपन विकिरण
Anomalous propagation,असंगत संचरण
Anomaly,"असंगति, कोणिकांतर"
Antenna,"ऐन्टेना, भ्रंगिका"
Antennal carina,शृंगिक कूटक
Antennal groove,शृंगिक खाँच
Antennal region,शृंगिक क्षेत्र
Anticyclonic inversion,प्रतिचक्रवाती व्युत्क्रमण
Antiferromagnetism,"प्रतिलोह चुंबकत्व, प्रतिफेरो-चुंबकत्व"
Antigravitational gradation,प्रति गुरुत्वीय क्रमण
Antimeridian,"प्रतिध्रुववृत्त, प्रति याम्योत्तर"
Antinode,प्रस्पंद
Antipodal point,प्रतिव्यासांत बिंदु
Antipode,"प्रतिध्रुव, प्रतिव्यासांत"
Antiroot,प्रतिमूल
Antisolar point,प्रति सौर बिंदु
Aperiodical pendulum,अनावर्ती लोलक
Aphlibia,"ऐफ्लेबिया, शल्क पिच्छक"
A P I gravity,ए पी आई गुरुत्व
A P I unit,ए पी आई मात्रक
Apogee,"भूमि-उच्च, अपभू"
Apogee densities,अपभू घनत्व
Apogee distance,अपभू दूरी
Apogee rocket,अपभू राकेट
Apolarity,परिथ्रुविता
Apparent anomaly,आभासी असंगति
Apparent resistivity,आभासी प्रतिरोधकता
Apparent velocity,आभासी वेग
Appleton layer,ऐपल्टन-परत
Applied geophysics,अनुप्रयुक्त भूभौतिकी
Aplied seismology,अनुप्रयुक्त भूकंपविज्ञान
Araago point,ऐरैगो बिंदु
Archaeomagnetism,"स्थायी चुंबकत्व, आर्कियोमैग्नेटिज्म"
Archie relalionship,आक्री संबंधत्व
Areal,"क्षेत्रफलीय, क्षेत्रीय"
Arrival time,आगमन समय
Artificial magnetic anomaly,कृत्रिम चुंबकीय असंगति
Artificial radioactivity,कृत्रिम रेडियो ऐक्टिवता
Aseismic ridge,अभूकंपी कटक
Aseismic region,अभूकंपी प्रदेश
Askania gravimeter,अस्कानिया गुरुत्वमापी
Astatic,अस्थैतिक
Astatic magnetometer,अस्थैतिक चुंबकत्वमापी
Astatic pendulum,अस्थैतिक लोलक
Asthenosphere,दुर्बलता मंडल
Astroballistics,रव-प्राक्षेपिकी
Astroballistic quantity,रव-प्रक्षेपिकी राशि
Astrogeodetic arc,खगोलभूगणितीय चाप
Astro-geodetic deflection,खगोलभूगणितीय विक्षेप
Astronomical coordinate,खगोलीय निर्देशांक
Attached shock wave,संलग्न प्रघाती तरंग
Auroral activity,ध्रुवीय ज्योति सक्रियता
Auroral dynamics,ध्रुवीय ज्योति गतिविज्ञान
Auroral eletrojet,ध्रुवीय ज्योति विद्युत प्रधार
Auroral excitation,ध्रुवीय ज्योति उत्तेजन
Autocorrelation,स्वसहसंबंध
Autocorrelation coefficient,स्वसहसंबंध गुणांक
Automatic playback,स्वप्रतिश्रवण
Autoradiograph exposure,ऑटोरेडियोग्राफ उद्भासन
Autoradiograph mechanism,ऑटोरेडियोग्राफ क्रियाविधि
Autoradiograph pattern,ऑटोरेडियोग्राफ पैटर्न
Autostasy,स्वस्थैर्य
Average velocity,औसत वेग
Avicularium,चंचुभप्रवर्ध
Axial dipole field,अक्षीय द्विध्रुव क्षेत्र
Azonal peat,असुस्तरी पीट
B,उभयनिष्ठ
Balance,"तुला, तराजु, संतुलन, शेष, बाकी, संतुलित होना, संतुलित करना"
Band,"पट्ट, पट्टी, बैंड, दल"
Bar,"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, , रोधिका, भित्ति, बार, रेखा, रेखिका धारी, परीक्षण रेखा"
Baroclinic,"बैरोक्लिनिक, दाबप्रवणिका"
Baroclinicity,दाबप्रवणता
Baroclinic model,दाबप्रवणिक मॉडल
Barometer method,वायुदाबमापी विधि
Barometric load,वायुदाबी भार
Barotropic,"दाब घनत्वी, बैरोट्रापिक"
Barotropic fluid,बैरोट्रापिक तरल
Barotropic model,दाब-घनत्वी मॉडल
Barotropic pressure function,दाब-घनत्वी दाब फलन
Barotropic rotation,दाब-घनत्वीय घूर्णन
Barotropic vorticity equation,दाब-घनत्वीय भ्रमिलता समीकरण
Barysphere,गुरूमंडल
Base-line circuit,आधार-रेखा परिपथ
Base-line crossing,आधार-रेखा क्रासिंग
Basic record,मूल अभिलेख
Bathymetric,अनुगभीर
Bathymetric chart,अनुगभीर चार्ट
Bathymetric contour,अनुगभीर समोच्चरेखा
Bathymetric group,अनुगभीर वर्ग
Bathymetric zone,अनुगभीर मंडल
Bathyseism,गभीरकंप
Beam,"दंड, बीम, किरण पुंज, तुर"
Belly,लोडकुम्मक
Benioff seismic zone,बेनिऑक भूकंपी क्षेत्र
Beryllium detector,बेरिलियम संसूचक
Beta angle,बीटा कोण
Beta axis,बीटा अक्ष
Beta particle,बीटा कण
Bifilar,द्विसूत्री
