English,Hindi
Abiogenesis (abiogeny),अजीवात् जनन
ABO blood group system,ए.बी.ओ. रुधिरवर्ग तंत्र
Abortive lysogenization,विफल लयजनीभवन
Abortive transduction,विफल पारक्रमण
Absolute configuration,निरपेक्ष विन्यास
Absolute plating efficiency,निरपेक्ष प्लेटन दक्षता
Absorbance,अवशोष्यता
Absorbance,अवशोषणांक
Absorption,अवशोषण
Absorption coefficient,अवशोषण - गुणांक
Absorption peak,अवशोषण शिखर
Absorption spectrum,अवशोषण स्पेक्ट्रम
Absorptive endocytosis,अवशोषी अंतः कोशिकता
Abzyme (catalytic antibody),"एब्ज़ाइम (उत्प्रेरकी प्रतिरंक्षी, उत्प्रेरकी प्रतिपिंड)"
Acceptor junction,स्वीकारी संधि
Acceptor splicing site,स्वीकारी समबंधन स्थल
Acceptor stem,स्वीकारी उद्‍वर्ध
Accessory cell,सहायक कोशिका
Accessory chromosome,सहायक गुणसूत्र
Accessory factor,अतिरिक्‍ति कारक
Accessory factor,सहायक कारक
Accessory female gland,सहायक मादा ग्रंथि
Accessory fibril,सहायक रेशक
Accessory flagellum,सहायक कशाभ
Accessory gland,सहायक ग्रंथि
Accessory growth factor,सहायक वृद्‍धि कारक
Accessory nephridiopore,सहायक वृक्‍ककरंध्र
Accessory nucleus,सहायक केंद्रक
Accessory pigment,सहायक वर्णक
Accessory pore,सहायक रंध्र
Acellular,अकोशिकीय
Acellular organism,अकोशिकीय जीव
Acentric,अकेंद्री
Acentric fragment,अकेंद्री खंड
Acetabularia,ऐसीटेबुलेरिया
Acetabularia crenulata,ऐसिटेबुलेरिया क्रेनुलेटा
Acetabularia mediterranea,ऐसिटेबुलेरिया मेडीटेरेनिया
Acetic fermenatation,ऐसीटिक किण्वन
Acetoacetate,ऐसीटोऐसीटेट
Acetoacetic acid,ऐसीटोऐसीटिक अम्ल
Acetocarmine,ऐसीटोकार्मीन
Acetoorcein,ऐसीटोऑर्सीन
Acetoorcein stain,ऐसीटोऑर्सीन अभिरंजक
Acetyl coenzyme A,ऐसीटिल सहएन्जाइम ए.
Acetyl transferase,ऐसीटिल ट्रांस्फरेज
Acetylase,ऐसीटिलेज़
Acetylcholine,ऐसीटिलकोलीन
Acetylcholine receptor,ऐसीटिलकोलीन ग्राही
Acetylcholinesterase,ऐसीटिलकोलीनेस्टेरेज़
Acetylmuramic acid,ऐसीटिलम्यूरेमिक अम्ल
Achiasmate,अकिऐज़्मी
Achiasmatic meiosis,अकिऐज़्मी अर्धसूत्रण
Achondroplasia,उपास्थि - अवर्धन
Achromatic,अवर्णक
Achromatic figure,अवर्णक आकृति
Achromatic spindle,अवर्णक तर्कु
Achromatin,एक्रोमैटिन
Achromosomal mitosis,अगुणसूत्री समसूत्रण
A-chromosome,ए.- गुणसूत्र
Acid fuchsin,अम्ल फुक्सिन
Acid hydrolase,अम्ल हाइड्रोलेज़
Acid phoshatase,अम्ल फॉस्फ़ेटेज़
Acidic amino acid,अम्लीय ऐमीनो अम्ल
Acidic dye,अम्लीय रंजक
Acidic protein,अम्लीय प्रोटीन
Acidobiotic,अम्लजीवी
Acidophil cytoplasm,अम्लरागी कोशिकाद्रव्य
Acidophobia,अम्लभीति
Acidophobic,अम्लभीत
Acinar cell,गुच्छकोष्‍ठक कोशिका
Acinus,गुच्छकोष्‍ठक
Acquired immunity,उपार्जित प्रतिरक्षा
Acquired immouno deficiency syndrome,उपार्जित प्रतिरक्षा न्यूनता संलक्षण
Acrasin,ऐक्रेसिन
Acridine dye,ऐक्रिडीन रंजक
Acriflavine,ऐक्रिफ्लेवीन
Acrocentric,अग्रकेंद्री
Acrocentric chromosome,अग्रकेंद्री गुणसूत्र
Acrosomal process,अग्रपिंडक प्रवर्ध
Acrosomal vesicle,अग्रपिंडक आशय
Acrosome,अग्रपिंडक
Acrosome reaction,अग्रपिंडक अभिक्रिया
Acrosyndesis,अग्रयुगलन
Acrylamide,ऐक्रिलएमाइड
Acrylamide gel,ऐक्रिलएमाइड जेल
Actin,ऐक्टिन
Actin associated protein,ऐक्टिन संबद्‍ध प्रोटीन
Actin binding protein,ऐक्टिन आबंधी प्रोटीन
Actin filament,ऐक्टिन तंतु
Actin filament capping protein,ऐक्टिन तंतुछद प्रोटीन
Actin gene,ऐक्टिन जीन
Actin polymerization,ऐक्टिन बहुलकन
Actin - myosin interaction,ऐक्टिन - मायोसिन अन्योन्यक्रिया
Actinin,ऐक्टिनिन
Actinomycin - D,ऐक्टिनोमाइसिन - डि.
Action potential,क्रिया विभव
Action spectrum,क्रिया स्पेक्ट्रम
Activated carrier,सक्रियित वाहक
Activated macrophage,सक्रियित महाभक्षकाणु
Activating enzyme,सक्रियक एन्जाइम
Activation,सक्रियण
Activator,सक्रियक
Activator element,सक्रियक तत्व
Activator gene,स‍क्रियक जीन
Activator molecule,सक्रियक अणु
Activator RNA,सक्रियक आर.एन.ए.
Activator - dissociation system (Ac - Ds system),सक्रियक - वियोजन तंत्र (ए.सी.-डी. एस तंत्र)
Active chromatin,सक्रिय क्रोमैटिन
Active gene,सक्रिय जीन
Active immunity,सक्रिय प्रतिरक्षा
Active site,सक्रिय स्थल
Active transport,सक्रिय अभिगमन
Active transport process,सक्रिय अभिगमन प्रक्रम
Actomyosin,ऐक्टोमायोसिन
Acumentin,ऐकुमेन्टिन
Acylglycerol,ऐसिलग्लिसरॉल
Adaptability,अनुकूलनशीलता
Adaptable,अनुकूलनशील
Adaptation,अनुकूलन
Adapted strain,अनुकूलित प्रभेद
Adaptive control,अनुकूली नियंत्रण
Adaptive enzyme,अनुकूली एन्ज़ाइम
Adaptive enzyme synthesis,अनुकूली एन्जाइम संश्‍लेषण
Adaptive modification,अनुकूली आपरिवर्तन
Adaptive process,अनुकूली प्रक्रम
Adaptive response,अनुकूली अनुक्रिया
Adaptor,अनुकूलक
Adaptor hypothesis,अनुकूलक परिकल्पना
Adaptor molecule,अनुकूलक अणु
Adaptor RNA,अनुकूलक आर.एन.ए.
Additive factor,योजी कारक
Additive gene,योजी जीन
Additive genetic variation,योजी जीन विभिन्‍नता
Additive recombination,योजी पुनर्योजन
Adducin,ऐडुसिन
Adenase,ऐडेनेज
Adenine,ऐडेनीन
Adenine deoxyriboside,ऐडेनीन डिऑक्सीराइबोसाइड
Adenosine,ऐडेनोसीन
"Adenosine 3', 5'-cyclic monophosphate","ऐडेनोसीन 3', 5' चक्रीय - मोनोफ़ॉस्फेट"
Adenosine diphosphate,ऐडेनोसीन डाइफ़ॉस्फ़ेट
Adenosien phosphate,ऐडेनोसीन फ़ॉस्फ़ेट
Adenosine triphosphate,ऐडेनोसीन ट्राइफ़ॉस्फ़ेट
Adenovirus,"ग्रंथिविषाणु, ऐडेनोवाइरस"
Adenylate cyclase,ऐडेनिलेट साइक्लेज़
Adenylation,ऐडेनिलन
Adenylic acid,ऐडेनिलक अम्ल
Adhering junction,आसंजी संधि
Adhesion,आसंजन
Adhesion factor,आसंजन कारक
Adhesion plaque,आसंजन प्लाक
Adhesion site,आसंजन स्थल
Adipocyte (fat cell),वसाणु (वसा कोशिका)
Adipoleucocyte,वसाश्‍वेताणु
Adipose body,वसा पिंडक
Adipose tissue (fatty tissue),वसा ऊतक
Adjacent disjunction,संलग्‍न वियोजन
Adjuvant,सहवर्धी
