English,Hindi
Adiabatic,रूद्धोष्म
Abnormal discharge,अपसामान्य विसर्जन
Absolute rest,परम विराम
Absoulte rotation,परम घूर्णन
Absolute space,परम आकाश
Absolute temperture,परम ताप
Absoulte time,निरपेक्ष काल
Absolute zero,परम शून्य
Absorbed light intensity,अवशोषित प्रकाश तीव्रता
Absorbed energy,अवशोषित ऊर्जा
Absorbed laser power,अवशोषित लेसर शक्ति
Absorbed light,अवशोषित प्रकाश
Absorbed power,अवशोषित शक्ति
Absorbed radiation,अवशोषित विकिरण
Absorption coefficient,अवशोषण- गुणांक
Absorption constant,अवशोषण- स्थिरांक
Absorption curve,अवशोषण-वक्र
Absorption line,अवशोषण-रेख
Absorption of light,प्रकाश-अवशोषण
Absorption of modulated field,मॉडुलित क्षेत्र का अवशोषण
Absorption probability,अवशोषण-प्रायिकता
Absorption Spectrum,अवशोषण-स्पेक्ट्रम
Absorptive susceptibilty,अवशोषी चुम्बकीय प्रवृत्ति
A.C. Electric field,A.C.  विद्युत क्षेत्र
Accelerated convergence motion,त्वरित अभिसारी गति
Accelerated plasma,त्वरित प्लाज्मा
Acceleration effect,त्वरण प्रभाव
Accelerator,त्वरित्र
Accelated practicle,त्वरित कण
Accelerated Electron,त्वरित इलेक्ट्रॉन
Acceptor,ग्राही
Acceptor density,ग्राही घनत्व
Accelerated Ccharge,त्वरित आवेश
Acoustic plasma,ध्वानिक प्लाज्मा
Acoustic speed,ध्वानिक चाल
Acquired modulation,उपार्जित मॉडुलन
Acquisition of angular momentum,कोणीय संवेग-अर्जन
Action,क्रिया
Active core,सक्रिय क्रोड
Active ion,सक्रिय आयन
Active medium,सक्रिय माध्यम
Active mode,सक्रिय विधा
Activity centre,सक्रियता केन्द्र
Adiabatic approximation,रुद्धोष्म सन्निकटन
Adiabatic change,रुद्धोष्म परिवर्तन
Adiabatic Compression,रुद्धोष्म संपीडन
Adiabatic fast passage,रुद्धोष्म तीव्र गमन
Adiabatic invariance,रुद्धोष्म निश्चरता
Abiabatic invariant,रुद्धोष्म निश्चर
Adiabatic motion,रुद्धोष्म गति
Adiabatic phenomenon,रुद्धोष्म परिघटना
Adiabatic process,रुद्धोष्म प्रक्रम
Adiabatic switching process,रुद्धोष्म स्विचन प्रक्रम
Adiabatic theory,रुद्धोष्म सिद्धांत
Adiabaticity,रुद्धोष्मता
Adiabatic plasma,रुद्धोष्म प्लाज्मा
Advection,अभिवहन
Advective curent,अभिवाही धारा
Aeronomy,व्रायविकी
After glow,पश्चदीप्ति
Airy function,एयरी फलन
Airglow,वायुदीप्ति
Albedo,ऐल्बिडो
Albedo neutron,ऐल्बिडो न्यूट्रॉन
Alfven mach number,ऐल्फवेन माख संख्या
Alfven number,ऐल्फवेन संख्या
Alfven speed,ऐल्फवेन चाल
Alfven theorem,ऐल्फवेन प्रमेय
Alfven theory,ऐल्फवेन  सिद्धांत
Alfven velocity,ऐल्फवेन वेग
Alfven wave,ऐल्फवेन तरंग
Alice machine,ऐलिस मशीन
Alpha,ऐल्फा
Alpha particle,ऐल्फा कण
Alpha torus,ऐल्फा टॉरस
Ambipolar diffusion,उभयध्रुवीय  विसरण
Ambipolar diffusion co-efficient,उभयध्रुवीय विसरण गुणांक
Ambipolar electric field,उभयध्रुवीय विद्युत क्षेत्र
Ambipolar flow,उभयध्रुवीय प्रवाह
Ambipolar potential of plasma,प्लाज्मा का  उभयध्रुवीय विभव
Ambipolar potential drop,उभयध्रुवीय विभव पात
Ammonia maser,अमोनिया मेसर
Ampere's law,ऐम्पियर- नियम
Amplified magnetic energy,प्रवर्धित चुम्बकीय ऊर्जा
Amplified oscillation,प्रवर्धित दोलन
Amplitude,आयाम
Amplitude curve,आयाम वक्र
Amplitude modulation,आयाम मॉडुलन
Analytic continuation,विश्लेषिक सांतत्य
Analytic function,विश्लेषिक फलन
Angle of pitch,अक्षनति कोण
Angular frequency,कोणीय आवृत्ति
Angular momentum,कोणीय संवेग
Angular rate,कोणीय दर
Angular rate of rotation,घूर्णन का कोणीय दर
Angular velocity of ration,घूर्णन का कोणीय वेग
Anharmonic nonlinear term,अप्रसंवादी अरैखिक पद
Anharmonicity of electron oscillation,इलेक्ट्रॉन दोलन की अप्रसंवादिता
Anharmonic oscillator,अप्रसंवादी दोलित्र
Anisotropic dispersive media,विषमदैशिक परिक्षेपी माध्यम
Anisotropic plasma,विषमदैशिक प्लाज्मा
Anisotropic pressure tensor,विषमदैशिक दाब प्रदिश
Anisotropic velocity distribution,विषमदैशिक वेग वितरण
Anisotropy of magnetized plasma,चुम्बकित प्लाज्मा की विषमदैशिकता
Anistropic heat transmission,विषमदैशिक ऊष्मा संचरण
Annihilating process,विलोपन प्रक्रम
Annual rotation,वार्षिक घुर्णन
