English,Hindi
A-band,ए.-पट्ट
A-zone,"ए.-मंडल, ए.-जोन"
Abaxial,अपाक्ष
Abductor muscle,अपवर्तनी पेशी
Abiotic,अजैव
Abrasion,"अपघर्षण, खरोंच घर्षण अथवा रगड़ से होने वाली क्षति।"
Acaudate,अपुच्छि
Accessory sexual character,सहायक लैंगिक लक्षण
Acicular,सूच्याकार
Acoelomate,अगुहिक
Acquisition period,अर्जनावधि
Actin,ऐक्टिन
Active resistance,सक्रिय प्रतिरोध
Acute,निशिताग्र
Adanal,अधिगुद
Adanal copulatory papilla,अधिगुद मैथुन पिप्पल
Adanal supplement,अधिगुद संपूरक
Adaptation,अनुकूलन
Additive resistance,योज्य प्रतिरोध
Adductor muscel,अभिवर्तनी पेशी
Adeniform,ग्रंथिरूप
Ahesion,आसंजन
Adhesive bristle,आसंजन शूक
Adhesive tube,आसंजन नलिका
ADP (adenosine diphosphate),ए.डी.पी. (ऐडेनोसीन डाइफॉस्फेट)
Adsorption,अधिशोषण
Aerial,वायवीय
Aerobic respiration,वायुजीवी श्वसन
Affinity,बंधुता
Agar-agar,ऐगार-ऐगार
Ageing,जरण
Aglanchus,ऐग्लैंकस
Agro-ecosystem,कृषि-पारितंत्र
Agro-pesticide,कृषि पीड़कनाशी
Air-sac parasite,वायु-कोश परजीवी
Ala,पक्षक लंबाईवत् स्थूलीकरण के कारण क्यूटिकल का विस्तार।
Alaeform,पक्षरूप
Alar,पक्षाभ
Alate,सपक्षक
Alimentary canal,आहार नाल
Aliquot,संखंड
Allele (allelomorph),विकल्पी (विकल्परूपी)
Allelopathy,ऐलीलोपैथी
Allergy,"प्रत्यूर्जता, ऐलर्जी"
Allometric growth,सापेक्षमितीय वृद्धि
Allomone,ऐलोमोन
Allopatric,विस्थानिक
Allopatric hybridization,विस्थानिक संकरण
Allopolyploid,अपरबहुगुणित
Allotype,अपर प्ररूप
Alpha taxonomy,ऐल्फा वर्गिकी
Alternate host,एकांतर परपोषी
Alternate host,एकांतर परपोषी
Alternation of generation,पीढ़ी एकांतरण
Alveolus,कूपिका
Ambifenestrate,उभयगवाक्षी
Amictic egg,अमिश्र अंड
Aminergic neurosecretion,ऐमीनोत्तेजक तंत्रिकास्राव
Amino acid,ऐमीनो अम्ल
Amphid,द्विक्
Amphidelphic,उभय अंडाशयी
Amphidial ganglion,द्विक् गुच्छिका
Amphidial nerve,द्विक् तंत्रिका
Amphidial opening,द्विक् मुख
Amphidial orifice,द्विक् द्वार
Amphidial pore,"द्विक्, रंध्र"
Amphidial pouch,द्विक् कोष्ठ
Amphidial tube,द्विक् नलिका
Amphigonus,उभायजनद
Amphimixis,उभयसंयोग
Ampulla,"तुंबिका, ऐम्पुला"
Ampulliform,तुंबिकारुपी
Anabiosis,प्रसुप्तजीवन
Anabolism,उपचय
Anal aperture,गुद छिद्र
Anal body diameter,गुद् व्यास
Anal body width,गुद् चौड़ाई
Anal cleft,गुद् विदर
Anal ganglion,गुद् गुच्छिका
Analogous organ,समवृत्ति अंग
Analogue,समवृत्ति
Anaphase,पश्चावस्था
Anastomosis,शाखामिलन
Anatomy,शारीर
Aneuploid,असुगुणित
Aneuploidy,असुगुणिता
Anguinid,एंग्विनिड
Anhydrobiosis,अजलजीविता
Anisocyty,असमकोशिकता
Anisoglottoid,असमग्लौटॉइड
Anisomorphic,असमरूपी
Annulate,वलयित
Annulation,"वलय, वलयन"
Annule,वलयांश
Annulet,वलयिका
Annulose,वलयित
Annulus,वलयिका
Anolumber commissure,गुद्कटि संधायी
Anolumber connective,गुदकटि संयोजी
Anorectal connective,गुदमलाशयी संयोजी
Anoxybiosis,अनॉक्सीजीविता
Antagonistic crop,विरोधी शस्य
Antepudendum,अग्रप्यूडेंडम
Anteriad,अग्रदिशी
Anterior,अग्र
Anterior cephalic crown,अग्र शिरस्थ किरीट
Anterior cephalid,अग्र शिरस्यक
Anthelminthic,कृमिनाशक
Antibiosis,प्रतिजीविता
Antibiotic,प्रतिजैविक
Antibody,"प्रतिरक्षी, प्रतिपिंड"
Antigen,प्रतिजन. ऐंटीजन
Apex,शीर्ष
Aphasmidian,"अपश्चक, एफेज्मिड"
Aphelanchid,एफेलेन्किड
Aphelenchoid oesophagus,एफेलेंकॉय़ ग्रसिका
Aphelenchoid bursa,एफेलेंकॉयड प्रपुटी
Aphelenchus,ऐफलेंकस
Apical cell,शीर्षस्थ कोशिका
Apical field,शीर्ष-क्षेत्र
Apical lip notch,शीर्षस्थ ओष्ठ खाँच
Apical or top necrosis,शीर्ष ऊतकक्षय
Apomorph,अपरूप
Apophysis,अधः स्फीतिका
Apotype,अपप्ररूप
Aquatic,जलीय
Arakoderan bursa,एराकोडेरन प्रपुटी
Arcade cell,चापाकार कोशिका
Arcadial tissue,आर्केडी ऊतक
Arch,"चाप, आर्च"
Archetype,आद्यप्ररूप
Arcuate,चापाकार
Areola,गर्तिका
Arrhenoidy,पुंरुपता
Arrhenotoky,अनिषेकपुंजनन
Artificial classification,कृत्रिम वर्गीकरण
Ascaroside,एस्कैरोसाइड
Ascarylose,एस्कैरीलोज
Asexual reproduction,अलैंगिक जनन
Assay,"आमापन, ऐसे"
Assimilation,स्वांगीकरण
Associate check,सहगामी जांव
Association neuron (internuncial neuron),सहबंधक तंत्रिएक
Astomatous,अमुखीय
Asymmetry,असममिति
Atetylenchus,अटोटाइलेंकस
Athrocyte,शोषाणु
Atolerant,असह्य
Attenuation,क्षीणन
Auricle (=lobe),पालि
Autocidal control,स्वघाती नियंत्रक
Autoecology (autecology),स्वपारिस्थितिकी
Autosome,अलिंगसूत्र
Autotroph,"स्वपोषी, स्वपोषित"
Auxin,ऑक्सिन
Avirulent,अनुग्र
Awl nematode,ऑल सूत्रकृमि
Axenic culture,अनागंतुकी संवर्ध
Axial,अक्षीय
Axial spear,अक्षीय कुंत
Axial stylet,अक्षीय शूकिका
Axil,कक्ष
Axon,तंत्रिकाक्ष
B,बी
B',बी'
Bacillary band,दंडीय पट्टी
Bacillary layer,दंडीय स्तर
Bacillus,"बेसिलस, दंडाणु"
Back-cross,"प्रतीप प्रसंकरण, प्रतीप-प्रसंकर"
Ballonet,बैलोनेट
Basal,आधारी
Basal bulb,आधारी कंद
Basal knob,आधारी घुंडी
Basal lamella,आधार पटल
Basal layer,आधार स्तर
Basal plate,आधारी प्लेट
Basal ring,आधारी वलय
Basement membrane,आधार-झिल्ली
Basic number,"आधारी संख्या, मूल संख्या"
Basin,द्रोणी
Basiria,बसीरिया
Bearding,कूर्चन
Beet sickness,चुंकदर रोग
Beet tired soil,चुकंदर कलान्त मृदा
Beet weariness,चुकंदर क्लांति
Behavioural orientation,व्यावहारिक अभिविन्यास
Belonolaimus,बेलोनोलाइमस
Beta taxonomy,बीटा वर्गिकी
Bifid,"द्विशाखित, द्विशाखि"
Bilateral symmetry,द्विपार्श्व सममिति
Binary fission,दिव-विभाजन
Binary fission,द्विविभाजन
Binomen,"बाइनोमन, द्विनाम"
Binominal nomenclature,द्विपद नामपद्धति
Biossay,"जैव आमापन, बायोऐसे"
Biochemistry,जीवरसायन
Biological classification,जैव वर्गीकरण
Biological control of nematode,सूत्रकृमि जैव नियंत्रण
Biological race,जैव प्रजाति
Biological species concept,जैव जाति संकल्पना
Biome,"जीवोम, बायोम"
Bionomics,जीव-पारिस्थितिकी
Biopesticide,जैव पीड़कनाशी
Biota,जीवजात
Biotic potential,जीवीय विभव
Biotraphs,जैवपोषी
Biotype,जीवप्ररूप
Bisexual,द्विलिंगी
Bivalent,युगली
Black head of banana,केले का कृष्णा शीर्ष
Black pepper yellows,काली मिर्च पीत रोग
Blastocoel,कोरकगुहा
Blight,शीर्णता
Blind bud,रुद्ध कलिका
Bloat,"ब्लोट, आफुल्लन"
Body,"शरीर, देह, काय"
Body cavity,"देहगुहा, शरीरगुहा"
Body posture,काय संस्थिति
Brooming,"ब्रूमिंग, कूर्चण"
Brush border,कूर्च सीमांत
Buccal aperture,मुख छिद्र
Buccal capsule,मुख संपुट
Buccal cavity (mouth cavity),मुख गुहिका
Buccal field,मुख क्षेत्र
Bud and leaf nematode,कलिका एवं पर्ण सूत्रकृमि
Buffered population,उभरोधित समष्टि
Bulboid oesophagus,कंदाभ ग्रसिका
Bulla,"गोलक, बुल्ला"
Burrowing nematode,बिलकारी सूत्रकृमि
Bursa,प्रपुटी
Bursal musculature,प्रपुटीय पेशीन्यास
Bursal rays,प्रपुटी-अर
Bursal rib,प्रपुटी पर्शुक
Bursaphelenchus,बर्साफेलेंकस
Byssi,बाइसी
C,सी
C',सी'
Cactodera,कैक्टोडेरा
Caecum,अंधनाल
Calabar,कैलाबार
Callose,कैलोस
Callus,कैलस
Caloosia,कलूसिया
Calotte,शिरस्राण
Capitulum,मुंडक
Capsid,पेटिका
Capsomere,पेटिकांशक
Carbohydrate,कार्बोहाइड्रेट
Cardia,जठरागम
Cardiac gland,जठर ग्रंथि
Carnivorous,माँसाहारी
