English,Hindi
"A.B.C., weapons (Atomic, Biological and Chemical Weapons)","परमाणु, जीवाणु तथा रासायनिक शस्त्रास्त्र"
Abandonment,परित्याग
Abatement,"उपशमन, कमी"
Abdication,"पदत्याग, अधित्याग"
Abditory,मालखाना
Abhorrence,"नफरत, घृणा"
Abhorrence of war,युद्ध-बीभत्सा
Abjuration,संत्याग
Abolition of riba,सूदखोरी (रिबा) का उन्मूलन
Abolition of slavery,दासता उन्मूलन
Abolition of untouchability,अस्पृश्यता उन्मूलन
Abolitionism,उन्मूलनवाद
Abortive peace negotiations,विफल शांति-वार्ता
Above party,"दल-निरपेक्ष, दल से ऊपर"
Abrogation,निराकरण
Absentee voting,अनुपस्थित मतदान
Absolute agreement,पूर्ण समझौता
Absolute assignment,पूर्ण समनुदेशन
Absolute dominion,"पूर्ण आधिपत्य, पूर्ण अधिक्षेत्र"
Absolute equality,पूर्ण समानता; निरपेक्ष समानता
Absolute government,निरंकुश सरकार
Absolute majority,पूर्ण बहुमत
Absolute neutrality (=perfect neutrality ),पूर्ण तटस्थता
Absolute power,निरंकुश शक्ति
Absolute sense,निरपेक्ष अर्थ
Absolute society,निरपेक्ष समाज
Absolute theory of the state,राज्य का पूर्ण प्रभुतावादी सिद्धांत
Absolute unanimity,पूर्ण मतैक्य
Absoluteness,"पूर्णता, निरंकुशता, निरपेक्षता"
Absorbing state,आमेलक राज्य
Absorptive power,आमेलक शक्ति
Abstention from voting,मतदान में भाग न लेना
Abstract knowledge,सैद्धांतिक  ज्ञान
Abstract principle,अमूर्त सिद्धांत
Abstract right,अमूर्त अधिकार
Abstract speculation,अमूर्त परिकल्पना
Abuse of flag,ध्वज का दुरुपयोग
Abuse of international law,अंतरराष्ट्रीय विधि का दुरुपयोग
Abuse of power,शक्ति का दुरुपयोग
Acceding government,अधिमेली सरकार
Accelerated meeting,त्वरित बैठक
Acceptable proposal,स्वीकार्य प्रस्ताव
Acceptance speech,स्वीकृति-भाषण
Access,"पहुँच, प्रवेश"
Accession clause,अधिमिलन खंड
Accessory belligerent,सहायक युद्धकारी
Accidental war,आकस्मिक युद्ध
Acclamation (=voice vote),मौखिक मतदान
Accod,समझौता
Accountability,जवाबदेही
Accoutrement,रणसज्जा
Accredit,प्रत्यायित करना
Accredited agent,"प्रत्यायित अभिकर्ता, प्रत्यायित एजेन्ट"
Accredited representative,प्रत्यायित प्रतिनिधि
Accrediting sovereign,प्रत्यायनकर्ता संप्रभु
Acculturation,परसंस्कृतिग्रहण
Accuracy,"यथार्थता, परिशुद्धता"
Accuse,अभियोग लगाना
Accused,अभियुक्त
ACEN (Assembly of Captive European Nations),एकेन (यूरोपीय बंधित राष्ट्रों की सभा)
Acknowledged right,अभिस्वीकृत अधिकार
Acquired nationality,"अर्जित राष्ट्रिकता, अर्जित राष्ट्रीयता"
Acquired right,अर्जित अधिकार
Acquisition of citizenship,नागरिकता-अर्जन
Acquisition of land,भूमि अधिग्रहण
Acquisition of property,संपत्ति अधिग्रहण
Acquisition of territory,भूभाग अधिग्रहण
Acquisitive society,अधिग्राही समाज
Acquittal,दोषमुक्ति
Act of aggression,आक्रामक कार्य
Act of belligerency,युद्धात्मक कार्य
Act of consolidation,ऐक्ट आफ कॉन्साॅलिडेशन
Act of parliament,संसद का अधिनियम
Act of state,राज्य-कृत्य
Acte general=general act,सामान्य अधिनियम
Acting judge,कार्यकारी न्यायाधीश
Acting representative,कार्यकारी प्रतिनिधि
Activable wrong,वादयोग्य दोष
Active duty,सक्रिय ड्यूटी
Active list,सक्रिय सूची
Active politics,सक्रिय राजनीति
Activism,सक्रियतावाद
Activist,सक्रियतावादी
Activistic idealism,क्रियात्मक प्रत्ययवाद
Actual will,वास्तविक इच्छा
Ad hoc judge,तदर्थ न्यायाधीश
Ad hoc political committee,तदर्थ राजनीतिक समिति
Ad referendum,अनुमोदनाधीन
Additional grant,अतिरिक्त अनुदान
Address to the crown,राजा के अभिभाषण का उत्तर
Adjacent waters,आसन्न समुद्र
Adjoining territory,निकटवर्ती क्षेत्र
Adjourn,स्थगित करना
Adjourn sine die,अनिश्चित काल के लिए स्थगन
Adjournment,"स्थगन, कार्य-स्थगन"
Adjournment motion,"कार्य-स्थगन प्रस्ताव, काम रोको प्रस्ताव"
Adjournment of the house,सदन-स्थगन
Adjudication,न्यायनिर्णयन
Administer oath,शपथ दिलाना
Administration of justice,न्याय प्रशासन
Administrative decentralization,प्रशासनिक विकेंद्रीकरण
Administrative control,प्रशासनिक नियंत्रण
Administrative law,प्रशासनिक विधि
Administrative state,प्रशासी राज्य
Administrative tribunal,प्रशासनिक अधिकरण
Admissible,ग्राह्य
Admitted state,प्रवेशित राज्य
Adult franchise,वयस्क मताधिकार
Adult suffrage,वयस्क मताधिकार
Adventurous diplomacy,साहसिक ‍राजनय
Adversary system,विपक्षी प्रणाली
Adverse motion,प्रतिकूल प्रस्ताव
Advisory ballot,सलाहकारी मतदान
Advisory commission,सलाहकार आयोग
Aerial observation,हवाई प्रेक्षण
Aerial reconnaissance,विमान (द्वारा) वीक्षण
Aerial surveillance,हवाई निगरानी
Aerial survey,हवाई सर्वेक्षण
Aerial warfare,आकाशी युद्ध
Affidavit,"शपथपत्र, हलफनामा"
Affiliated organisation,संबद्ध संगठन
Affirmative action,सकारात्मक कार्य/कार्रवाई
Affirmative vote,सकारात्मक मत
Agency,"अभिकरण, माध्यम"
Agenda,कार्यसूची
Agent provocateur,प्रोत्तेजक
Aggregate sovereignty,संकलित संप्रभुता
Aggression,आक्रमण
Aggressive nationalism,आक्रामक राष्ट्रवाद
Aggressive war,आक्रामक युद्ध
Agitation,विक्षोभ
Agrarian,"कृषिक, कृषिभूमि-संबंधी"
Agreement,समझौता
Air corridor,हवाई गलियारा
Air defence,हवाई रक्षा
Air domain,हवाई अधिकारक्षेत्र
Air jurisdiction,आकाशी अधिकारिता
Air operation,हवाई संक्रिया
Air passage,वायु मार्ग
Air raid,हवाई हमला
Air sovereignty,आकाशी संप्रभुता
Air surveillance,आकाशी निगरानी
