English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
"A.B.C., weapons (Atomic, Biological and Chemical Weapons)","परमाणु, जीवाणु तथा रासायनिक शस्त्रास्त्र","પરમાણુ, જીવાણુ તથા રાસાયનિક શસ્ત્રાસ્ત્ર","परमाणु, जीवाणु तथा रासायनिक शस्त्रास्त्र","ਪਰਮਾਣੁ, ਜੀਵਾਣੁ ਤਥਾ ਰਾਸਾਯਨਿਕ ਸ਼ਸ੍ਤ੍ਰਾਸ੍ਤ੍ਰ","পরমাণু, জীবাণু তথা রাসাযনিক শস্ত্রাস্ত্র","परमाणु, जीवाणु तथा रासायनिक शस्त्रास्त्र","ಪರಮಾಣು, ಜೀವಾಣು ತಥಾ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರ","പരമാണു, ജീവാണു തഥാ രാസായനിക ശസ്ത്രാസ്ത്ര","பரமாணு, ஜீவாணு ததா ராஸாயநிக சஸ்த்ராஸ்த்ர","పరమాణు, జీవాణు తథా రాసాయనిక శస్త్రాస్త్ర",پرمانو، جیوانو تتھا راساینک شستراستر,"পরমাণু, জীাণু তথা রাসাযনিক শস্ত্রাস্ত্র","ପରମାଣୁ, ଜୀବାଣୁ ତଥା ରାସାଯନିକ ଶସ୍ତ୍ରାସ୍ତ୍ର","परमाणु, जीवाणु तथा रासायनिक शस्त्रास्त्र"
Abandonment,परित्याग,પરિત્યાગ,परित्याग,ਤਿਆਗ,পরিত্যাগ,परित्याग,"ಬಿಟ್ಟುಬಿಡುವಿಕೆ, ತೊರೆಯುವಿಕೆ, ತಳ್ಳಿಹಾಕುವಿಕೆ",പരിത്യാഗ,பரித்யாக,పరిత్యాగ,پرتیاگ,পরিত্যাগ,"ପରିତ୍ୟାଗ, ପରିହାର, ପରିବର୍ଜନ",परित्याग
Abatement,"उपशमन, कमी","બંધ પડવું તે, રદ્દ કરવું તે, સમાપ્તિ, ઘટાડો","कमी करणे, मंदी","ਉਪਸ਼ਮਨ, ਘਾਟ",অবসান,"उणें/कमी जावप/करप,उणावप","ತಗ್ಗಿಸುವುದು, ಕಡಿಮೆಯಾಗುವುದು, ಅಂತ್ಯಗೊಳಿಸುವುದು, ವಿನಾಯಿತಿ","പരിത്യജനം, ഉപേക്ഷിക്കൽ, കയ്യൊഴിയൽ","1. குறைப்பு, தணித்தல் 2. கழிவு 3. தள்ளுபடி செய்தல்","తొలగింపు, ముగింపు, తగ్గింపు",تخفیف، کمی,"পৰিত্যাগকৰ,পৰিহাৰকৰ, এৰ ৰ","ହ୍ରାସ, ଉପଶମନ","1. उपशमन, निग्रह2. कमी"
Abdication,"पदत्याग, अधित्याग","પદત્યાગ, અધિત્યાગ","पदत्याग, अधित्याग",ਅਧਿਕਾਰ ਰਾਜ ਦਾ ਪਦ ਜਾਂ ਤਿਆਗ,"পদত্যাগ, অধিত্যাগ","पदत्याग, अधित्याग","ಪದತ್ಯಾಗ, ಅಧಿತ್ಯಾಗ","പദത്യാഗ, അധിത്യാഗ","பதத்யாக, அதித்யாக","పదత్యాగ, అధిత్యాగ",ترک بادشاہت,"পদত্যাগ, অধিত্যাগ","ପଦତ୍ଯାଗ, ଅଧିତ୍ଯାଗ","पदत्याग, अधित्याग"
Abditory,मालखाना,માલખાના,मालखाना,ਮਾਲਖਾਨਾ,মালখানা,मालखाना,ಮಾಲಖಾನಾ,മാലഖാനാ,மாலகாநா,మాలఖానా,مالکھانا,মালখানা,ମାଲଖାନା,मालखाना
Abhorrence,"नफरत, घृणा","નફરત, ઘૃણા","नफरत, घृणा",ਨਫ਼ਰਤ,"নফরত, ঘৃণা","नफरत, घृणा","ನಫರತ, ಘೃಣಾ",ജുഗുപ്സ,"நபரத, க்ருணா","నఫరత, ఘృణా",نفرت، گھرنا,"নফরত, ঘৃণা","ନଫରତ, ଘୃଣା","नफरत, घृणा"
Abhorrence of war,युद्ध-बीभत्सा,યુદ્ધ-બીભત્સા,युद्ध-बीभत्सा,ਯੁਦ੍ਧ-ਬੀਭਤ੍ਸਾ,যুদ্ধ-বীভত্সা,युद्ध-बीभत्सा,ಯುದ್ಧ-ಬೀಭತ್ಸಾ,യുദ്ധ-ബീഭത്സാ,யுத்த-பீபத்ஸா,యుద్ధ-బీభత్సా,یودھ-بیبھتسا,যুদ্ধ-বীভত্সা,ଯୁଦ୍ଧ-ବୀଭତ୍ସା,युद्ध-बीभत्सा
Abjuration,संत्याग,સંત્યાગ,संत्याग,ਸਂਤ੍ਯਾਗ,সংত্যাগ,संत्याग,ಸಂತ್ಯಾಗ,സംത്യാഗ,ஸங்த்யாக,సంత్యాగ,سنتیاگ,সংত্যাগ,ସଂତ୍ଯାଗ,संत्याग
Abolition of riba,सूदखोरी (रिबा) का उन्मूलन,સૂદખોરી (રિબા) કા ઉન્મૂલન,सूदखोरी (रिबा) का उन्मूलन,ਸੂਦਖੋਰੀ (ਰਿਬਾ) ਕਾ ਉਨ੍ਮੂਲਨ,সূদখোরী (রিবা) কা উন্মূলন,सूदखोरी (रिबा) का उन्मूलन,ಸೂದಖೋರೀ (ರಿಬಾ) ಕಾ ಉನ್ಮೂಲನ,സൂദഖോരീ (രിബാ) കാ ഉന്മൂലന,ஸூதகோரீ (ரிபா) கா உந்மூலந,సూదఖోరీ (రిబా) కా ఉన్మూలన,سودکھوری (ربا) کا انمولن,সূদখরী (রিবা) কা উন্মূলন,ସୂଦଖୋରୀ (ରିବା) କା ଉନ୍ମୂଲନ,सूदखोरी (रिबा) का उन्मूलन
Abolition of slavery,दासता उन्मूलन,દાસતા ઉન્મૂલન,दासता उन्मूलन,ਦਾਸਤਾ ਉਨ੍ਮੂਲਨ,দাসতা উন্মূলন,दासता उन्मूलन,ದಾಸತಾ ಉನ್ಮೂಲನ,ദാസതാ ഉന്മൂലന,தாஸதா உந்மூலந,దాసతా ఉన్మూలన,داستا انمولن,দাসতা উন্মূলন,ଦାସତା ଉନ୍ମୂଲନ,दासता उन्मूलन
