English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
A-Axis (cryst),ए-अक्ष,એ-અક્ષ,ए-अक्ष,ਏ-ਅਕ੍਷,এ-অক্ষ,ए-अक्ष,ಏ-ಅಕ್ಷ,ഏ-അക്ഷ,ஏ-அக்ஷ,ఏ-అక్ష,ای-اکش,-অক্ষ,ଏ-ଅକ୍ଷ,ए-अक्ष
Aberration,"विपथन, अपेरण","વિપથન, અપેરણ","विपथन, अपेरण",ਰਾਹ ਭਟਕਣ ਜਾਂ ਮਾਰਗ ਭਿਰਸ਼ਟਤਾ,"বিপথন, অপেরণ","विपथन, अपेरण","ವಿಪಥನ, ಭ್ರಂಶ","വിപഥന, അപേരണ","விபதந, அபேரண","విపథన, అపేరణ",فتور,"িপথন, অপরণ",ବିପଥନ,"विपथन, अपेरण"
Acadialite,एकैडिएलाइट,એકૈડિએલાઇટ,एकैडिएलाइट,ਏਕੈਡਿਏਲਾਇਟ,একৈডিএলাইট,एकैडिएलाइट,ಏಕೈಡಿಏಲಾಇಟ,ഏകൈഡിഏലാഇട,ஏகைடிஏலாஇட,ఏకైడిఏలాఇట,ایکیڈئیلائٹ,কৈডিলাইট,ଏକୈଡିଏଲାଇଟ,एकैडिएलाइट
Acanthite,अकैन्थाइट,અકૈન્થાઇટ,अकैन्थाइट,ਅਕੈਨ੍ਥਾਇਟ,অকৈন্থাইট,अकैन्थाइट,ಅಕೈನ್ಥಾಇಟ,അകൈന്ഥാഇട,அகைந்தாஇட,అకైన్థాఇట,اکینتھائٹ,অকৈন্থাইট,ଅକୈନ୍ଥାଇଟ,अकैन्थाइट
Accessory,"अतिरिक्त, सहायक, गौण (वि.)","સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accessory,उपसाधन (सं.),"સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accessory minerals,"गौण खनिज, उपखनिज,","ગૌણ ખનિજ, ઉપખનિજ,","गौण खनिज, उपखनिज,","ਗੌਣ ਖਨਿਜ, ਉਪਖਨਿਜ,","গৌণ খনিজ, উপখনিজ,","गौण खनिज, उपखनिज,","ಗೌಣ ಖನಿಜ, ಉಪಖನಿಜ,","ഗൌണ ഖനിജ, ഉപഖനിജ,","கௌண கநிஜ, உபகநிஜ,","గౌణ ఖనిజ, ఉపఖనిజ,",اضافی معدنیات,"গৌণ খনিজ, উপখনিজ,","ଗୌଣ ଖନିଜ, ଉପଖନିଜ,","गौण खनिज, उपखनिज,"
Achirite,एकाइराइट,એકાઇરાઇટ,एकाइराइट,ਏਕਾਇਰਾਇਟ,একাইরাইট,एकाइराइट,ಏಕಾಇರಾಇಟ,ഏകാഇരാഇട,ஏகாஇராஇட,ఏకాఇరాఇట,ایکائرائٹ,কাইরাইট,ଏକାଇରାଇଟ,एकाइराइट
Achroite,एक्रोआइट,એક્રોઆઇટ,एक्रोआइट,ਏਕ੍ਰੋਆਇਟ,এক্রোআইট,एक्रोआइट,ಏಕ್ರೋಆಇಟ,ഏക്രോആഇട,ஏக்ரோஆஇட,ఏక్రోఆఇట,ایکروائٹ,ক্রআইট,ଏକ୍ରୋଆଇଟ,एक्रोआइट
Acicular,सूच्याकार,સૂચ્યાકાર,सूच्याकार,ਸੂਚ੍ਯਾਕਾਰ,সূচ্যাকার,सूच्याकार,ಸೂಚ್ಯಾಕಾರ,സൂച്യാകാര,ஸூச்யாகார,సూచ్యాకార,سوچیاکار,সূচ্যাকার,ସୂଚ୍ୟାକାର,सूच्याकार
Acmite,ऐक्माइट,ઐક્માઇટ,ऐक्माइट,ਐਕ੍ਮਾਇਟ,ঐক্মাইট,ऐक्माइट,ಐಕ್ಮಾಇಟ,ഐക്മാഇട,ஐக்மாஇட,ఐక్మాఇట,ایکمائٹ,ঐক্মাইট,ଐକ୍ମାଇଟ,ऐक्माइट
Acneform,पिटिकाकार,પિટિકાકાર,पिटिकाकार,ਪਿਟਿਕਾਕਾਰ,পিটিকাকার,पिटिकाकार,ಪಿಟಿಕಾಕಾರ,പിടികാകാര,பிடிகாகார,పిటికాకార,پٹکاکار,পিটিকাকার,ପିଟିକାକାର,पिटिकाकार
Actinoform,अररूप,અરરૂપ,अररूप,ਅਰਰੂਪ,অররূপ,अररूप,ಅರರೂಪ,അരരൂപ,அரரூப,అరరూప,ارروپ,অররূপ,ଅରରୂପ,अररूप
Actinolite,ऐक्टिनोलाइट,ઐક્ટિનોલાઇટ,ऐक्टिनोलाइट,ਐਕ੍ਟਿਨੋਲਾਇਟ,ঐক্টিনোলাইট,ऐक्टिनोलाइट,ಐಕ್ಟಿನೋಲಾಇಟ,ഐക്ടിനോലാഇട,ஐக்டிநோலாஇட,ఐక్టినోలాఇట,ایکٹنولائٹ,ঐক্টিনলাইট,ଐକ୍ଟିନୋଲାଇଟ,ऐक्टिनोलाइट
Acute bisectrix,"न्यूनकोणी अर्धक, न्यूनकोणी द्विभाजक","ન્યૂનકોણી અર્ધક, ન્યૂનકોણી દ્વિભાજક","न्यूनकोणी अर्धक, न्यूनकोणी द्विभाजक","ਨ੍ਯੂਨਕੋਣੀ ਅਰ੍ਧਕ, ਨ੍ਯੂਨਕੋਣੀ ਦ੍ਵਿਭਾਜਕ","ন্যূনকোণী অর্ধক, ন্যূনকোণী দ্বিভাজক","न्यूनकोणी अर्धक, न्यूनकोणी द्विभाजक","ನ್ಯೂನಕೋಣೀ ಅರ್ಧಕ, ನ್ಯೂನಕೋಣೀ ದ್ವಿಭಾಜಕ","ന്യൂനകോണീ അര്ധക, ന്യൂനകോണീ ദ്വിഭാജക","ந்யூநகோணீ அர்தக, ந்யூநகோணீ த்விபாஜக","న్యూనకోణీ అర్ధక, న్యూనకోణీ ద్విభాజక",نیونکونی اردھک، نیونکونی دوبھاجک,"ন্যূনকণী অর্ধক, ন্যূনকণী দ্িভাজক","ନ୍ଯୂନକୋଣୀ ଅର୍ଧକ, ନ୍ଯୂନକୋଣୀ ଦ୍ବିଭାଜକ","न्यूनकोणी अर्धक, न्यूनकोणी द्विभाजक"
Adamantine,हीरकसम,હીરકસમ,हीरकसम,ਹੀਰਕਸਮ,হীরকসম,हीरकसम,ಹೀರಕಸಮ,ഹീരകസമ,ஹீரகஸம,హీరకసమ,ہیرقسم,হীরকসম,ହୀରକସମ,हीरकसम
Adamantine spar,"हीरकसम स्पार, एडमैन्टाइन स्पार","હીરકસમ સ્પાર, એડમૈન્ટાઇન સ્પાર","हीरकसम स्पार, एडमैन्टाइन स्पार","ਹੀਰਕਸਮ ਸ੍ਪਾਰ, ਏਡਮੈਨ੍ਟਾਇਨ ਸ੍ਪਾਰ","হীরকসম স্পার, এডমৈন্টাইন স্পার","हीरकसम स्पार, एडमैन्टाइन स्पार","ಹೀರಕಸಮ ಸ್ಪಾರ, ಏಡಮೈನ್ಟಾಇನ ಸ್ಪಾರ","ഹീരകസമ സ്പാര, ഏഡമൈന്ടാഇന സ്പാര","ஹீரகஸம ஸ்பார, ஏடமைந்டாஇந ஸ்பார","హీరకసమ స్పార, ఏడమైన్టాఇన స్పార",ہیرقسم سپار، ایڈمینٹائن سپار,"হীরকসম স্পার, ডমৈন্টাইন স্পার","ହୀରକସମ ସ୍ପାର, ଏଡମୈନ୍ଟାଇନ ସ୍ପାର","हीरकसम स्पार, एडमैन्टाइन स्पार"
