English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Aberration,"विपथन, अपेरण","વિપથન, અપેરણ","विपथन, अपेरण",ਰਾਹ ਭਟਕਣ ਜਾਂ ਮਾਰਗ ਭਿਰਸ਼ਟਤਾ,"বিপথন, অপেরণ","विपथन, अपेरण","ವಿಪಥನ, ಭ್ರಂಶ","വിപഥന, അപേരണ","விபதந, அபேரண","విపథన, అపేరణ",فتور,"িপথন, অপরণ",ବିପଥନ,"विपथन, अपेरण"
Abnormal propagation,असामान्य संचरण,અસામાન્ય સંચરણ,असामान्य संचरण,ਅਸਾਮਾਨ੍ਯ ਸਂਚਰਣ,অসামান্য সংচরণ,असामान्य संचरण,ಅಸಾಮಾನ್ಯ ಸಂಚರಣ,അസാമാന്യ സംചരണ,அஸாமாந்ய ஸங்சரண,అసామాన్య సంచరణ,اسامانیہ سنچرن,অসামান্য সংচরণ,ଅସାମାନ୍ଯ ସଂଚରଣ,असामान्य संचरण
Abrupt,"असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित","અસંલગ્ન, સહસા, ખડ઼ા, વિચ્છિન્ન, ખંડિત","असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित","ਅਚਾਨਕ, ਸਿੱਧਾ, ਉੱਚਾ, ਖੜਾ","অসংলগ্ন, সহসা, খড়া, বিচ্ছিন্ন, খংডিত","असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित","ಅಸಂಲಗ್ನ, ಸಹಸಾ, ಖಡ಼ಾ, ವಿಚ್ಛಿನ್ನ, ಖಂಡಿತ","അസംലഗ്ന, സഹസാ, ഖഡാ, വിച്ഛിന്ന, ഖംഡിത","அஸங்லக்ந, ஸஹஸா, கடா, விச்சிந்ந, கங்டித","అసంలగ్న, సహసా, ఖడా, విచ్ఛిన్న, ఖండిత",اسنلگن، سہسا، کھڑا، وچھن، کھنڈت,"অসংলগ্ন, সহসা, খড়া, িচ্ছিন্ন, খংডিত","ଅସଂଲଗ୍ନ, ସହସା, ଖଡ଼ା, ବିଚ୍ଛିନ୍ନ, ଖଂଡିତ","असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित"
Absent spectrum,लुप्त स्पेक्ट्रम,લુપ્ત સ્પેક્ટ્રમ,लुप्त स्पेक्ट्रम,ਲੁਪ੍ਤ ਸ੍ਪੇਕ੍ਟ੍ਰਮ,লুপ্ত স্পেক্ট্রম,लुप्त स्पेक्ट्रम,ಲುಪ್ತ ಸ್ಪೇಕ್ಟ್ರಮ,ലുപ്ത സ്പേക്ട്രമ,லுப்த ஸ்பேக்ட்ரம,లుప్త స్పేక్ట్రమ,لپت سپیکٹرم,লুপ্ত স্পক্ট্রম,ଲୁପ୍ତ ସ୍ପେକ୍ଟ୍ରମ,लुप्त स्पेक्ट्रम
Absolute,"निरपेक्ष, परम, अचर, परिशुद्ध","અબાધિત, નિરંકુશ, અમર્યાદિત, પરિશુદ્ધ, પૂર્ણ","आबाधित, केवळ, निरपवाद, पूर्ण, बिनशर्त, अटिशिवाय","ਪੂਰਨ, ਨਿਰਪੱਖ","চূড়ান্ত,চরম,পূর্ণ","पुराय,पूर्ण,संपूर्ण",ನಿರ್ದಿಷ್ಟ,കേവല,"முழுமையான, வரம்பற்ற, தனித்த","పరమ,సంపూర్ణ,సమగ్ర,నిరపేక్ష,కేవల,",مطلق,"পূর্ণ,সম্পূর্ণ,একছত্রী,নিৰঙ্কুশ","ସମ୍ପୂର୍ଣ୍ଣ, ନିରଙ୍କୁଶ",1. पूर्ण 2. अनियन्त्रित
Absolute humidity,निरपेक्ष आर्द्रता,નિરપેક્ષ આર્દ્રતા,निरपेक्ष आर्द्रता,ਨਿਰਪੇਕ੍਷ ਆਰ੍ਦ੍ਰਤਾ,নিরপেক্ষ আর্দ্রতা,निरपेक्ष आर्द्रता,ನಿರಪೇಕ್ಷ ಆರ್ದ್ರತಾ,നിരപേക്ഷ ആര്ദ്രതാ,நிரபேக்ஷ ஆர்த்ரதா,నిరపేక్ష ఆర్ద్రతా,مطلق نمی,নিরপক্ষ আর্দ্রতা,ନିରପେକ୍ଷ ଆର୍ଦ୍ରତା,निरपेक्ष आर्द्रता
Absolute motion,निरपेक्ष गति,નિરપેક્ષ ગતિ,निरपेक्ष गति,ਨਿਰਪੇਕ੍਷ ਗਤਿ,নিরপেক্ষ গতি,निरपेक्ष गति,ನಿರಪೇಕ್ಷ ಗತಿ,നിരപേക്ഷ ഗതി,நிரபேக்ஷ கதி,నిరపేక్ష గతి,مطلق حرکت,নিরপক্ষ গতি,ନିରପେକ୍ଷ ଗତି,निरपेक्ष गति
Absolute observation,निरपेक्ष प्रेक्षण,નિરપેક્ષ પ્રેક્ષણ,निरपेक्ष प्रेक्षण,ਨਿਰਪੇਕ੍਷ ਪ੍ਰੇਕ੍਷ਣ,নিরপেক্ষ প্রেক্ষণ,निरपेक्ष प्रेक्षण,ನಿರಪೇಕ್ಷ ಪ್ರೇಕ್ಷಣ,നിരപേക്ഷ പ്രേക്ഷണ,நிரபேக்ஷ ப்ரேக்ஷண,నిరపేక్ష ప్రేక్షణ,نرپیکش پریکشن,নিরপক্ষ প্রক্ষণ,ନିରପେକ୍ଷ ପ୍ରେକ୍ଷଣ,निरपेक्ष प्रेक्षण
Absolute temperature,परम ताप,પરમ તાપ,परम ताप,ਪਰਮ ਤਾਪ,পরম তাপ,परम ताप,ನಿರಪೇಕ್ಷ ಉಷ್ಣತೆ,പരമ താപ,பரம தாப,పరమ తాప,مطلق تاپ / ٹمپر یچر,পরম তাপ,ପରମ ତାପ,परम ताप
Absolute zero,परम शून्य*,પરમ શૂન્ય*,परम शून्य*,ਪਰਮ ਸ਼ੂਨ੍ਯ*,পরম শূন্য*,परम शून्य*,ನಿರಪೇಕ್ಷಶೂನ್ಯ,പരമ ശൂന്യ*,பரம சூந்ய*,పరమ శూన్య*,جذب کرنا,পরম শূন্য*,ପରମ ଶୂନ୍ଯ*,परम शून्य*
