English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
A.A. (author's alteration),लेखककृत परिवर्तन (ले.प.),લેખકકૃત પરિવર્તન (લે.પ.),लेखककृत परिवर्तन (ले.प.),ਲੇਖਕਕ੃ਤ ਪਰਿਵਰ੍ਤਨ (ਲੇ.ਪ.),লেখককৃত পরিবর্তন (লে.প.),लेखककृत परिवर्तन (ले.प.),ಲೇಖಕಕೃತ ಪರಿವರ್ತನ (ಲೇ.ಪ.),ലേഖകകൃത പരിവര്തന (ലേ.പ.),லேககக்ருத பரிவர்தந (லே.ப.),లేఖకకృత పరివర్తన (లే.ప.),لیکھککرت پرورتن (لے۔پہ۔),লখককৃত পরির্তন (ল.প.),ଲେଖକକୃତ ପରିବର୍ତନ (ଲେ.ପ.),लेखककृत परिवर्तन (ले.प.)
abandonment,"त्याग, परित्याग","ત્યાગ, પરિત્યાગ","त्याग, परित्याग",ਤਿਆਗ,"ত্যাগ, পরিত্যাগ","त्याग, परित्याग","ಬಿಟ್ಟುಬಿಡುವಿಕೆ, ತೊರೆಯುವಿಕೆ, ತಳ್ಳಿಹಾಕುವಿಕೆ","ത്യാഗ, പരിത്യാഗ","த்யாக, பரித்யாக","త్యాగ, పరిత్యాగ",تیاگ، پرتیاگ,"ত্যাগ, পরিত্যাগ","ପରିତ୍ୟାଗ, ପରିହାର, ପରିବର୍ଜନ","त्याग, परित्याग"
abbreviation,संक्षेप,"સંક્ષેપાક્ષર, સંક્ષિપ્ત રૂપ, શબ્દ-સંક્ષેપ","संक्षेप, संक्षेपाक्षर",ਸਾਰ,"সংক্ষেপন,সংক্ষিপ্তরূপ","संक्षेप,संक्षेपीकरण","ಸಂಕೇತಾಕ್ಷರ, ಸಂಕ್ಷಿಪ್ತರೂಪ, ಸಂಕ್ಷೇಪಿಸುವುದು","സംക്ഷേപം, സംക്ഷേപണം, സംക്ഷേപം","சுருக்கம், சுருக்கக் குறியீடு","సంక్షిప్తం, సంక్షిప్త రూపం",اختصار,"সংক্ষিপ্তকৰণ,হ্রস্বকৰণ","ସଂକ୍ଷେପଣ, ସଂକ୍ଷିପ୍ତି","संक्षेप, छोटकरी रूप"
abrasive (P.P),"अपघर्षी, अपघर्षक","અપઘર્ષી, અપઘર્ષક","अपघर्षी, अपघर्षक","ਅਪਘਰ੍਷ੀ, ਅਪਘਰ੍਷ਕ","অপঘর্ষী, অপঘর্ষক","अपघर्षी, अपघर्षक","ಅಪಘರ್ಷೀ, ಅಪಘರ್ಷಕ","അപഘര്ഷീ, അപഘര്ഷക","அபகர்ஷீ, அபகர்ஷக","అపఘర్షీ, అపఘర్షక",اپگھرشی، اپگھرشک,"অপঘর্ষী, অপঘর্ষক","ଅପଘର୍ଷୀ, ଅପଘର୍ଷକ","अपघर्षी, अपघर्षक"
abrasive paper (P.P),रेगमार,રેગમાર,रेगमार,ਰੇਗਮਾਰ,রেগমার,रेगमार,ರೇಗಮಾರ,രേഗമാര,ரேகமார,రేగమార,ریگمار,রগমার,ରେଗମାର,रेगमार
abridgement,संक्षेपण,સંક્ષેપણ,संक्षेपण,ਸਂਕ੍਷ੇਪਣ,সংক্ষেপণ,संक्षेपण,ಸಂಕ್ಷೇಪಣ,സംക്ഷേപണ,ஸங்க்ஷேபண,సంక్షేపణ,اختصا ر - تلخیص,সংক্ষপণ,ସଂକ୍ଷେପଣ,संक्षेपण
absolute privilege,"निरपेक्ष विशेषाधिकार, पूर्ण विशेषाधिकार","નિરપેક્ષ વિશેષાધિકાર, પૂર્ણ વિશેષાધિકાર","निरपेक्ष विशेषाधिकार, पूर्ण विशेषाधिकार","ਨਿਰਪੇਕ੍਷ ਵਿਸ਼ੇ਷ਾਧਿਕਾਰ, ਪੂਰ੍ਣ ਵਿਸ਼ੇ਷ਾਧਿਕਾਰ","নিরপেক্ষ বিশেষাধিকার, পূর্ণ বিশেষাধিকার","निरपेक्ष विशेषाधिकार, पूर्ण विशेषाधिकार","ನಿರಪೇಕ್ಷ ವಿಶೇಷಾಧಿಕಾರ, ಪೂರ್ಣ ವಿಶೇಷಾಧಿಕಾರ","നിരപേക്ഷ വിശേഷാധികാര, പൂര്ണ വിശേഷാധികാര","நிரபேக்ஷ விசேஷாதிகார, பூர்ண விசேஷாதிகார","నిరపేక్ష విశేషాధికార, పూర్ణ విశేషాధికార",نرپیکش وشیشادھکار، پورن وشیشادھکار,"নিরপক্ষ িশষাধিকার, পূর্ণ িশষাধিকার","ନିରପେକ୍ଷ ବିଶେଷାଧିକାର, ପୂର୍ଣ ବିଶେଷାଧିକାର","निरपेक्ष विशेषाधिकार, पूर्ण विशेषाधिकार"
absorbency (P.P),अवशोषकता,અવશોષકતા,अवशोषकता,ਅਵਸ਼ੋ਷ਕਤਾ,অবশোষকতা,अवशोषकता,ಅವಶೋಷಕತಾ,അവശോഷകതാ,அவசோஷகதா,అవశోషకతా,اوشوشکتا,অশষকতা,ଅବଶୋଷକତା,अवशोषकता
absorbent paper (P.P),अवशोषक कागज,અવશોષક કાગજ,अवशोषक कागज,ਅਵਸ਼ੋ਷ਕ ਕਾਗਜ,অবশোষক কাগজ,अवशोषक कागज,ಅವಶೋಷಕ ಕಾಗಜ,അവശോഷക കാഗജ,அவசோஷக காகஜ,అవశోషక కాగజ,اوشوشک کاغذ,অশষক কাগজ,ଅବଶୋଷକ କାଗଜ,अवशोषक कागज
accelerated motion (I.&B.),त्वरित् गति,ત્વરિત્ ગતિ,त्वरित् गति,ਤ੍ਵਰਿਤ੍ ਗਤਿ,ত্বরিত্ গতি,त्वरित् गति,ತ್ವರಿತ್ ಗತಿ,ത്വരിത് ഗതി,த்வரித் கதி,త్వరిత్ గతి,تورت گتی,ত্রিত্ গতি,ତ୍ବରିତ୍ ଗତି,त्वरित् गति
accent,"स्वराघात, लहजा","સ્વરાઘાત, લહજા","स्वराघात, लहजा",ਉਚਾਰਣ ਉੱਤੇ ਜੋਰ,"স্বরাঘাত, লহজা","स्वराघात, लहजा","ಸ್ವರಾಘಾತ, ಲಹಜಾ","സ്വരാഘാത, ലഹജാ","ஸ்வராகாத, லஹஜா","స్వరాఘాత, లహజా",سوراگھات، لہجہ,"স্রাঘাত, লহজা","ସ୍ବରାଘାତ, ଲହଜା","स्वराघात, लहजा"
acceptance,स्वीकृति,"સ્વીકાર, સ્વીકૃતિ","स्वीकृति, स्वीकार","ਮੰਜੂਰੀ, ਗਰਹਿਣ ਕਰਨਾ(ਕਨੂੰਨ) ਸਵੀਕਾਰਨ, ਪ੍ਰਵਾਗੀਤ","স্বীকার(-পত্র),গ্রহণ,স্বীকৃতি,প্রাপ্তিস্বীকার","स्विकार,हयकार/मान्यताय","ಸ್ವೀಕಾರ, ಅಂಗೀಕಾರ, ಒಪ್ಪಿಗೆ","സ്വീകരിക്കൽ, പ്രതിഗ്രഹണം","ஏற்றுக்கொள்ளுதல், ஒப்புக்கொள்ளுதல்","స్వీకృతి,అంగీకారం,స్వీకారం",منظوری,"গ্রহণ, স্বীকৃতি",ସ୍ୱୀକୃତି,"मञ्जूरी, मान्यता, स्वीकृति"
accepted stock,"स्वीकारी माल, तैयार लुगदी","સ્વીકારી માલ, તૈયાર લુગદી","स्वीकारी माल, तैयार लुगदी","ਸ੍ਵੀਕਾਰੀ ਮਾਲ, ਤੈਯਾਰ ਲੁਗਦੀ","স্বীকারী মাল, তৈযার লুগদী","स्वीकारी माल, तैयार लुगदी","ಸ್ವೀಕಾರೀ ಮಾಲ, ತೈಯಾರ ಲುಗದೀ","സ്വീകാരീ മാല, തൈയാര ലുഗദീ","ஸ்வீகாரீ மால, தையார லுகதீ","స్వీకారీ మాల, తైయార లుగదీ",سویکاری مال، تیار لگدی,"স্ীকারী মাল, তৈযার লুগদী","ସ୍ବୀକାରୀ ମାଲ, ତୈଯାର ଲୁଗଦୀ","स्वीकारी माल, तैयार लुगदी"
acceptor circuit (I.&B.),स्वीकारी परिपथ,સ્વીકારી પરિપથ,स्वीकारी परिपथ,ਸ੍ਵੀਕਾਰੀ ਪਰਿਪਥ,স্বীকারী পরিপথ,स्वीकारी परिपथ,ಸ್ವೀಕಾರೀ ಪರಿಪಥ,സ്വീകാരീ പരിപഥ,ஸ்வீகாரீ பரிபத,స్వీకారీ పరిపథ,سویکاری پرپتھ,স্ীকারী পরিপথ,ସ୍ବୀକାରୀ ପରିପଥ,स्वीकारी परिपथ
