English,Hindi
Abactinal,पृष्ठीय
Abdominal,"उदरीय, उदर"
Abdominal muscle scar,उदरीय पेशी चिहन
Abiogenesis,आजीवात्जनन
Aboral,अपमुख
Absolute,"निरपेक्ष, परम, अचर, परिशुद्ध"
Absolute age,निरपेक्ष आयु
Absolute chronology,सौर वर्ष कालानुक्रम
Absolute date,निरपेक्ष काल (वर्ष)
Abur beds,अबूर संस्तर
Abyssal fauna,वितल प्राणिजात
Abyssal flora,वितलीय वनस्पतिजात
Abyssal life,वितलीय जीवन
Acadian series,आकेडियन शैल श्रेणी
Acanthoceras,ऐकेन्थोसिरैस
Acanthoceras rhotomagense,ऐकेन्थोसिरैस रोटोगेन्स
Acanthopore,नालकंट
Acanthothyris spinosa,ऐकेन्थोथाइरिस स्पाइनोजा
Acarina,एकैराइना
Accessory,"अतिरिक्त, सहायक, गौण (विo)"
Accessory aperture,सहायक द्वारक
Accessory nephridiopore,सहायक वृक्ककरंध्र
Acervularia,एसरवुलैरिया
Acervularia ananas,एसरवुलेरिया अनानास
Acervulina,एसरवुलिना
Acervulina inhaerens,एसरवुलिया इनहैरेन्स
Acervulinoid,एसरवुलिनाभ
Acetabulum,"श्रोणिउलूखल, ऐसीटैबुलम"
Acial primordium,ईशियम आद्यक
Acidaspis barrandei,ऐसीडैस्पिस बैरान्डेआई
Acidaspis brighti,ऐसीहैस्पिस ब्राइटाइ
Acmaca,ऐक्मीया
Acme,चरम (विकास)
Acme-zone,चरम मंडल
Acrepid,ऐक्रिपिड
Acrid,"उग्र, तीक्ष्ण"
Acritarch,रोधीएककोक्षक
Acropora,ऐक्रोपोरा
Acropora palmata,ऐक्रोपोरा पामेटा
Acrosalenia,ऐक्रोसैलेनिया
Acrosalenia spinosa,ऐक्रोसैलेनिया स्पाइनोज़ा
Acrothele,ऐक्रोथील
Acrothoracica,ऐक्रोथोरेसिका
Acrotreta,ऐक्रोट्रीटा
Acteon,ऐक्टियॉन
Acteon tornatilis,ऐक्टियॉन टोर्नाटाइलिस
Actinal,मुखदिशी
Actinocamax,ऐक्टिनोकेमैक्स
Actinocamax verus,ऐक्टिनोकेमैक्स वेरस
Actinoceras,ऐक्टिनोसिरैस
Actinoceras bigsbyi,ऐक्टिनोसिरैस बिग्सबिआई
Actinoceras giganteum,ऐक्टिनोसिरैस जाइगेन्टियम
Actinocrinus,ऐक्टिनोक्रिनस
Actinocrinus triacontadactylus,ऐक्टिनोक्रिनस ट्राएकोन्ट-डैक्टाइलस
Actinomeris,ऐक्टिनोमेरिस
Actinopteria,ऐक्टिनोप्टेरिया
Actinopteris radiata,ऐक्टिनाप्टेरिस रेडिएटा
