English,Hindi
Abiocaulis,ऐबायोकॉलिस
Abporal lacuna,अपछिद्री रिक्तिका
Abott[transfer]method,ऐबट स्थानान्तर विधि
Abscission,चिलगन
Acaulangium,ऐकॉलेंजियम
Acetolysis method,ऐसीटोलिसिस विधि
Acolpate,अकॉल्पसी
Acritarch,ऐक्रीटार्क
Acrodromous,अग्रेयुक्त
Acrolamclla,अग्रवर्ध
Acropetiolar,वृन्ताग्री
Acrostichum,ऐक्रोस्टिकम
Actinodromous,अरसम
Actinostele,अररंभ
Acuminate,लम्बाग्र
Acusporide,सूचिमय
Acute,निशिताग्र
Adaxial,अभ्यक्ष
Aerenchyma,वायूतक
Affinity,बंधुता
Alatocarpus,ऐलेटोकार्पस
Aldanophyton,ऐल्डैनोफाइटॉन
Alete,अरहीन
Aletes,एलिटीज
Aletesacciti,ऐलेटीसेक्काइटी
Alethopteris,ऐलीथॉप्टेरिस
Algae,"शैवाल, एल्गी"
Algal limestone,शैवालीय चूना पत्थर
Algal reef,शैवाल भित्ती
Alisporites,ऐलीस्पोराइटीज
Allochthonous,अपरस्थानिक
Alloiopteris,ऐलॉईऑप्टेरिस
Alternate,एकान्तर
Altitude,"ओल्टीट्यूड, प्ररेखा"
Amb,"परिरेखा, ऐम्ब"
Ambi aperturate,उभय रंध्री
Ambitus,रूपरेखा
Amphianisocytic,उभय असमान कोशिक
Amphibrachyparacytic,उभय लघु पराकोशिक
Amphicyclocytic,उभय चक्र कोशिक
Amphidiacytic,उभय पारकोशिक
Amphiparacytic,उभय पराकोशिक
Amphipericytic,उभय परिकोशिक
Amphiphloic,उभय फ्लोएमी
Amphistomatic,उभय रंध्री
Amyelon,ऐमाइलॉन
Anacardites,ऐनाडाईटीज़
Anachoropteridaceae,ऐनाकोरोप्टेरिडेसी
Anachoropteris,ऐमाकोरोप्टेरिस
Anacolpate,उपरिकॉल्पसी
Anaporate,उपरिछिद्री
Androstrobus,ऐन्ड्रोस्ट्रोबस
Aneurophytales,ऐन्यूरोफाइटेलीज
Aneurophyton,ऐन्यूरोफाइटॉन
Angara flora,अंगारा वनस्पटिजात
Angiospermopsida,ऐंजियो स्पमोंप्सिडा
Angiosperms,आवृतबीजी
Angiospermy,आवृतबीजिता
Angulaperturate,कोणरंध्री
Angustimurate,संकीर्ण म्यूरसी
Anisocytic,असमान कोशिका
Anisopolar,असमध्रुवी
Anisospores,असमबीजाणु
Ankyropteris,एन्काइरॉप्टेरिस
Annual rings,वार्षिक वलय
Annulate,वलयित
Annularia,एन्यूलेरिया
Annulotrile,सवलय त्रिअरी
Annulus,वलय
Anomocytic,अभिन्न कोशिक
Anomotetracytic,अनियमित चतुष्कोशिक
Anomozamites,ऐनोमोजैमाइटीज
Anteturma,महा प्रभाग
Antevsia,ऐम्टीवजिया
Anthophyta,"ऐंथोफाइटा
=Angiospermopsida"
Anthropogene,"ऐंथ्रोपोजीन
=Quaternary"
Aperture,उभयनिष्ठ
Aperturate,द्वारकी
Aperturoid,द्वारकाभ
Apex field,शिखर क्षेत्र
Aphlebia,ऐफ्लेबिया
Apiculate,साग्रक
Apiculati,एपीकुलाटी
Apiculati varia,ऐपीकुलाटी वेरिया
Apocolpium,अपकॉल्पसी क्षेत्र
Apolar,अध्रुवी
Apoporium,अपपोरसी क्षेत्र
Apoxogenesis,अग्रापजनन
Appendiciferantes,ऐपेंडिसीफेरेन्टीज
Apsil ate,अचिक्कण
Araliaephyllum,ऐरेलीफिलम
Araucariacites,ऐरोकेरियासिटोज
Arartrisporites,ऐरारट्राइस्पोराइटीज़
Araucarioxylon,ऐरोकेरिऑक्सिलोन
Araucarites,ऐरोकैराइटीज
Arberiella,आर्बेरिएला
Archaeocalamites,आर्कियोकैलेमाइटीज
Archaeocycas,आर्कियोसाइकस
Archaeopteridales,आर्किओप्टेरिडेलीज
Archaeopteris,आर्कियोप्टेरिस
Archaeosigillaria,आर्कियोसिजिलेरिया
Archaeosperma,आर्कियोस्पर्मा
Archegonium,स्त्रीधानी
Arctobaera,आर्कटोबायरा
Arcus,चापिका
Area basalis,"आधारीय क्षेत्र
= basal area"
Area polaris,"ध्रुवीय क्षेत्र
=polar area"
Areolate,क्षेत्रिकायुक्त
Areole,क्षेत्रक
Arthrophyta,"आर्थोफाइटा
=Sphenophyta"
Arthropitys,आर्थोपिटिस
Ashby cellulose film transfer method,ऐशबी सेलुलोज फिल्म स्थानान्तर विधि
Aspidote,ऐस्पिसयुक्त
Aspis,ऐस्पिस
Asterophyllites,ऐस्टेरोफिल्लाइटीज
Asteroxyllales,ऐस्टेरॉक्सिलेलीज़
Asteroxylon,ऐस्टेरॉक्सिलॉन
Astromyelon,ऐस्ट्रोमाइलॉन
Asulcate,असल्कसी
Atactostele,विकीर्ण रंभ
Atinocytic,ऐटीनोसिटिक
Atrium,एट्रियम
Aulacotheca,ऑलैकोथीका
Auricle,कर्णाभिका
Auriculate,कर्णाभिका युक्त
Auriculati,ऑरीकुलाटी
Auritotrilites,ऑरीटोट्राइलाइटीज
Autochthonous,स्वस्थानिक
Autumn wood,शरत् दारु
Axial bud theory,अक्षकलिका सिद्धान्त
Axillocytic,ऐक्सिलोसिटिक
Axis,अक्ष
Axis aequatoralis,"मध्यरेखीय अक्ष
=equatorial axis"
Axis genera,अक्ष वंश
Azonales,ऐजोनेलीज
Azonaletes,ऐज़ोनालेटीज़
Azonomonoletes,ऐज़ोनोमोनोलेटीज़
Azonotrilites,एज़ोनोट्राइलाइटीज
Bacula / baculae,"बैकुला
=baculum"
Bacularium,सँवैकुला
Baculate,बैकुलामय
Baculati,बाकुलाटी
Baculum,बैकुला
Baiera,बायरा
Balsam coating method,बाल्सम लेप विधि
Balsam transfer method,बालल्सम स्थानान्तर विधि
Baragwanathia,बाराग्वानाथिया
Barakaria,बाराकारिया
Barakaryoxylon,बाराकारियॉक्सिलॉन
Barinophyton,बैरिनोफाइटॉन
Barren rock,जीवाश्महीन चट्टान
Basal,"आधारीय, आधारस्थ"
Basal area,आधारीय क्षेत्र
Basilaminar,पत्रदलाधारी
Beania,बिऐनिया
Benneticarpus,बेनेटीकार्पस
Bennettitales,बेनेटाइटेलीज़
Bicolpate,द्विकॉल्पसी
Binomen,"द्विपदी नाम
=binomial name"
Binomial name,द्विपदी नाम
Binomial nomenclature,द्विपदी नाम प्रद्धति
Bisaccate,द्विकोषी
Biscalitheca,बिस्कैलीथीका
Bisporangiate cone,द्विबीजाणुधानिक शंकु
Bisulcate,द्विसल्कसी
Bitegmic,द्विकवची
Bjuvia,ब्यूविया
Bordered pit,परिवेशित गर्त
Bothrodendron,बॉथ्रोडेन्ड्रॉन
Botrychiopsium,बॉट्रीकियोप्सियम
Botrychioxylon,बॉट्रीकियोक्सिलॉन
Botryopteridaceae,बॉट्रियॉप्टेरिडैसी
Botryopteris,बॉट्रियॉप्टेरिस
Bowmanites,बोमैनाइटीज़
Brachyparacytic,लघुपराकोशिकीय
Brachyparacytic dipolar,लघुपराकोशिकीय द्विध्रुवी (द्विध्रुवी)
Brachyparaheacytic monoploar,लघु षट्पराकोशिकीय एकध्रुवी
Brachyparatetracytic,लघु पराचतुष्कोशिकीय
Brachyphyllum,ब्रेकीफिलम
Brevicolpate,लघु कॉल्पसी
Brevissicolpate,अतिलघु कॉल्पसी
Brochidodromous,ब्रोकिडोड्रोमस
Brochus,ब्रौकस
Bryophyta,ब्रायोफाइटा
Bryophyte,ब्रायोफाइट
Bucheria,बुखेरिया
Bucklandia,बक्लैन्डिया
bulk maceration,स्थूल मसृणन
Buriadia,बुरिआडिया
Cainozoic,"केनोज़ोइक
= Cenozoic"
Calamitaceae,कैलेमाइटेसी
Calamitean,"कैलेमाइटीज़ संबंधी, केलेमाइटीज़ वत्"
Calamites,कैलेमाइटीज़
Calamocarpon,कैलैमोकार्पोन
Calamodendron,कैलैमोडेन्ड्रॉन
Calamophyton,कैलैमोफाइटॉन
