English,Hindi
A-Axis (cryst),ए-अक्ष
Aberration,"विपथन, अपेरण"
Acadialite,एकैडिएलाइट
Acanthite,अकैन्थाइट
Accessory,"अतिरिक्त, सहायक, गौण (वि.)"
Accessory,उपसाधन (सं.)
Accessory minerals,"गौण खनिज, उपखनिज,"
Achirite,एकाइराइट
Achroite,एक्रोआइट
Acicular,सूच्याकार
Acmite,ऐक्माइट
Acneform,पिटिकाकार
Actinoform,अररूप
Actinolite,ऐक्टिनोलाइट
Acute bisectrix,"न्यूनकोणी अर्धक, न्यूनकोणी द्विभाजक"
Adamantine,हीरकसम
Adamantine spar,"हीरकसम स्पार, एडमैन्टाइन स्पार"
Adamellite,ऐडमेलाइट
Adamic earth,ऐडेमी मृदा
Adamite,ऐडामाइट
Adelite,एडेलाइट
Adelpholite,एडेल्फोलाइट
Adularia,ऐडूलेरिया
Adularization,ऐडुलेरियाभवन
Aegirine,ईजिरिन
Aegirite,ईजिराइट
Aenigmatite,एनिग्मेटाइट
Aerites,"एराइटस, धात्विक खनिज"
Aetite,एटाइट
Afwillite,एफ्विलाइट
A-form,ए-रूप
Agalite,एगेलाइट
Agalmetolite,एगैमैटोलाइट
Agaphite,एगेफाइट
Agaric,एगैरिक
Agaric mineral,एगैरिक खनिज
Agate,"ऐगेट, अकीक"
Agglomerate,संपिंड
Agglomerate,संज्वालाश्म
Aggregate,पुंज
Aggregate,पुंजन
Aggregate polarization,पुंज ध्रुवण
Aglaurite,एगलॉराइट
Agnolite,एग्नोलाइट
Agricolite,एग्रीकोलाइट
Aguilarite,एगुइलेराइट
Ahlfeldite,आल्फेल्डाइट
Aidyrlite,एडिरलाइट
Aikinite,ऐकिनाइट
Ainalite,ऐनालाइट
Air void ratio,वायु रिक्ति अनुपात
Ajkaite,ऐजकेआइट
Ajkite,ऐजकाइट
Akemanite,एकरमेनाइट
Alabaster,ऐलाबास्टर
Alabaster glass,ऐलाबास्टर काँच
Alabaster unguent,ऐलाबास्टर विलेय
Alabastrine,ऐलाबास्टरी
Alalite,एलालाइट
Alamendine spinel,जामनी स्पिनेल
Alaskaite,एलास्केआइट
Albanite,अल्बेनाईट
Albertite,ऐल्बर्टाईट
Albiclass,एल्बिक्लेज
Albite,ऐल्बाइट
Albite lamellae,ऐल्बाइट- पटलिका
Albite law,ऐल्बाइट नियम
Albitisation,ऐल्बाइटीभवन
Albolite,ऐल्बोलाइट
Albuminoid,ऐल्बूमिनॉइड
Albuminoid crystalloid,ऐल्बूमिनॉइड क्रिस्टलिका
Aldoxime,ऐल्डॉक्सिम
Aleutite,एल्युटाइट
Alexandrite,ऐलेग्जैन्ड्राइट
Algodonite,ऐल्गोडोनाइट
Allagite,ऐलाजाइट
Allanite,ऐलैनाइट
Allcharite,ऐल्केराइट
Alleghanyite,ऐलीघेनाइट
Allochromatic,अपरवर्णी
Alloclase,एलोक्लोज
Allodelphite,ऐलोडेल्फाइट
Allomorph,अपररूप
Allomorphes,विषमांतर्वेश
Allomorphic,अपररूपी
Allomorphism,अपरकायांतरण
Allomorphism,अपररूपता
Allophane,ऐलोफन
Allophanite,ऐलोफेनाइट
Allophanoids,ऐलोफेनाभ मृदा
Allotriomorphic,अस्वरूपी
Allotriomorphic granular,अस्वरूपी कणिकामय
Allotrope,अपररूप
Allotropic form,अपररूप
Allotropism,अपररूपता
Allotropy,अपररूपता
Allotype,"एलोटाइप, अन्यप्ररूप"
Alloy,"मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
Almandine,अलमन्डाइन
Almendine spinel,जामुनी स्पिनेल
Almandite,अलमंडाइट
Almashite,ऐल्मेशाइट
Almeraite,ऐल्मेराआइट
Alomite,ऐलोमाइट
Alpha-argentite,ऐल्फ़ा- आर्जेन्टाइट
Alpha-carnegieite,ऐल्फ़ा-कार्नेगीआइट
Alpha-hyblite,ऐल्फ़ा-हिबलाइट
Alpha quartz,ऐल्फ़ स्फटिक
Alphitite,ऐल्फिटाइट
Alshedite,एल्शेडाइट
Alstonite,ऐल्स्टोनाइट
Altaite,ऐल्टेआइट
Alternating axis,एकांतर अक्ष
Alum,"फिटकरी, ऐलस"
Alum cake,फिटकरी बट्टी
Alum feather,फिटकरी पिच्छ
Alum glass,क्रिस्टलित फिटकरी
Alumian,ऐलुमियन
Aluminite,ऐलुमिनाइट
Alumocalcite,ऐलुमोकेल्साइट
Alumopharmacosiderite,ऐलुमोफारमैकोसिडेराइट
Alum salts,फिटकरी लवण
Alum stone,फिटकरी प्रस्तर
Alumyte,ऐलूमाइट
Alunite,ऐलूनाइट
Alurgite,एलरजाइट
Alustite,एलस्टइट
Alvite,ऐल्वाइट
Amblygonite,ऐम्ब्लिगोनाइट
Amblystegite,ऐम्ब्लिस्टेगाइट
Ambrite,ऐम्ब्राइट
Ameletite,ऐमेलेटाइट
Amesite,एमेसाइट
Amethyst,"कैटला, जमुनिया, एमिथिस्ट"
Amethyst,जामुनी
Amethystine,ऐमिथिस्टीन
Amethystine quartz,ऐमिथिस्टीन स्फटिक
Amianthinite,एमियन्थीनाइट
Amiantoid,ऐस्थेस्टेसाभ
Amiantoid,एमियन्टॉइड
Ammonioborite,अमोनियोबोराइट
Ammoniojarosite,अमोनियोजेरोसाइट
Amorphous,अक्रिस्टलीय
Amorphous graphite,अक्रिस्टलीय ग्रेफाइट
Amosite,एमोसाइट
Ampangabeite,ऐम्पैंगाबाइट
Amphibole,ऐम्फिबोल
