English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Absolute vorticity,निरपेक्ष भ्रमिलता,નિરપેક્ષ ભ્રમિલતા,निरपेक्ष भ्रमिलता,ਨਿਰਪੇਕ੍਷ ਭ੍ਰਮਿਲਤਾ,নিরপেক্ষ ভ্রমিলতা,निरपेक्ष भ्रमिलता,ನಿರಪೇಕ್ಷ ಭ್ರಮಿಲತಾ,നിരപേക്ഷ ഭ്രമിലതാ,நிரபேக்ஷ ப்ரமிலதா,నిరపేక్ష భ్రమిలతా,نرپیکش بھرملتا,নিরপক্ষ ভ্রমিলতা,ନିରପେକ୍ଷ ଭ୍ରମିଲତା,निरपेक्ष भ्रमिलता
Accelerometer,त्वरणमापी,ત્વરણમાપી,त्वरणमापी,ਤ੍ਵਰਣਮਾਪੀ,ত্বরণমাপী,त्वरणमापी,ತ್ವರಣಮಾಪೀ,ത്വരണമാപീ,த்வரணமாபீ,త్వరణమాపీ,تورنماپی,ত্রণমাপী,ତ୍ବରଣମାପୀ,त्वरणमापी
Acoustical logging,ध्वनिक संलेखन,ધ્વનિક સંલેખન,ध्वनिक संलेखन,ਧ੍ਵਨਿਕ ਸਂਲੇਖਨ,ধ্বনিক সংলেখন,ध्वनिक संलेखन,ಧ್ವನಿಕ ಸಂಲೇಖನ,ധ്വനിക സംലേഖന,த்வநிக ஸங்லேகந,ధ్వనిక సంలేఖన,دھونک سنلیکھن,ধ্নিক সংলখন,ଧ୍ବନିକ ସଂଲେଖନ,ध्वनिक संलेखन
Activate,सक्रिय करना,સક્રિય કરના,सक्रिय करना,ਸਕ੍ਰਿਯ ਕਰਨਾ,সক্রিয করনা,सक्रिय करना,ಪಟುಗೊಳಿಸು,സക്രിയ കരനാ,ஸக்ரிய கரநா,సక్రియ కరనా,سر گرمانا,সক্রিয করনা,ସକ୍ରିଯ କରନା,सक्रिय करना
Activated,"सक्रियित, सक्रियकृत","સક્રિયિત, સક્રિયકૃત","सक्रियित, सक्रियकृत","ਸਕ੍ਰਿਯਿਤ, ਸਕ੍ਰਿਯਕ੃ਤ","সক্রিযিত, সক্রিযকৃত","सक्रियित, सक्रियकृत","ಕ್ರಿಯಾಶಕ್ತಗೊಳಿಸಿದ, ಕಾರ್ಯಪ್ರವೃತ್ತಗೊಳಿಸಿದ","സക്രിയിത, സക്രിയകൃത","ஸக்ரியித, ஸக்ரியக்ருத","సక్రియిత, సక్రియకృత",سرگرمایا,"সক্রিযিত, সক্রিযকৃত",ସକ୍ରିୟିତ,"सक्रियित, सक्रियकृत"
Activation,सक्रियण,સક્રિયણ,सक्रियण,ਸਕ੍ਰਿਯਣ,সক্রিযণ,सक्रियण,ಕ್ರಿಯಾಶೀಲಗೊಳಿಸುವಿಕೆ,സക്രിയണ,ஸக்ரியண,సక్రియణ,سر گرماہٹ,সক্রিযণ,ସକ୍ରିଯଣ,सक्रियण
Active,सक्रिय,"સક્રિય, ક્રિયાશીલ, ગતિશીલ, કાર્યવેગ","सक्रिय, प्रत्यक्ष, क्रियाशील,उद्योगी",ਸਕ੍ਰਿਅ,সক্রিয়,"सक्रीय,कृतिशील,क्रियाशील,कार्यरत","ಸಕ್ರಿಯ, ಚಟುವಟಿಕೆಯಿಂದಿರುವ, ಕ್ರಿಯಾಶೀಲ",സക്രിയമായ,"1. சுறுசுறுப்பான, செயல்திறமுடைய 2. தீவிர கவனித்தல், தீவிர கருதுபாட்டில்","అమలు,ప్రత్యక్ష,చురుకుగా పనిచేసే",باعمل۔ سرگرم,সক্রিয়,"ସକ୍ରିୟ କରିବା, ସକ୍ରିୟ, ଉଦ୍ୟୋଗୀ, କର୍ମଠ, କ୍ରିୟାଶୀଳ",सक्रिय
Active force,सक्रिय बल,સક્રિય બલ,सक्रिय बल,ਸਕ੍ਰਿਯ ਬਲ,সক্রিয বল,सक्रिय बल,ಸಕ್ರಿಯ ಬಲ,സക്രിയ ബല,ஸக்ரிய பல,సక్రియ బల,سکریہ بل,সক্রিয বল,ସକ୍ରିଯ ବଲ,सक्रिय बल
Activity,सक्रियता,સક્રિયતા,सक्रियता,"ਸਰਗਰਮੀ,ਚੁਸਤੀ",সক্রিযতা,सक्रियता,"ಸಕ್ರಿಯತೆ, ಪಟುತ್ವ, ಕಾರ್ಯಶೀಲತೆ",പ്രവര്‍ത്തനം,ஸக்ரியதா,సక్రియతా,سرگرمی,সক্রিযতা,ସକ୍ରିୟତା,सक्रियता
Adaptive radiation,अनुकूली विकिरण,અનુકૂલી વિકિરણ,अनुकूली विकिरण,ਅਨੁਕੂਲੀ ਵਿਕਿਰਣ,অনুকূলী বিকিরণ,अनुकूली विकिरण,ಸಂಯೋಜಿತ ವಿಕಿರಣ,അനുകൂലീ വികിരണ,அநுகூலீ விகிரண,అనుకూలీ వికిరణ,انوکولی وکرن,অনুকূলী িকিরণ,"ଉପଯୋଜୀ ବିକିରଣ, ଅନୁକୂଳୀ ବିକିରଣ",अनुकूली विकिरण
