English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abdomen,उदर,ઉદર,उदर,"ਢਿੱਡ , ਪੇਟ",উদর,उदर,"ಉದರ, ಹೊಟ್ಟೆ",കുക്ഷി,உதர,ఉదర,ادر,উদর,ଉଦର,उदर
Abdominal leg,उदर-पाद,ઉદર-પાદ,उदर-पाद,ਉਦਰ-ਪਾਦ,উদর-পাদ,उदर-पाद,ಉದರ-ಪಾದ,ഉദര-പാദ,உதர-பாத,ఉదర-పాద,ادر-پاد,উদর-পাদ,ଉଦର-ପାଦ,उदर-पाद
Abiogenesis,अजीवात्जनन,અજીવાત્જનન,अजीवात्जनन,ਅਜੀਵਾਤ੍ਜਨਨ,অজীবাত্জনন,अजीवात्जनन,"ಅಜೈವಿಕ ಜನನ, ಅಜೀವ ಜನ್ಯತೆ, ಅಜೀವೋತ್ಪತ್ತಿ",അജീവാത്ജനന,அஜீவாத்ஜநந,అజీవాత్జనన,اجیواتجنن,অজীাত্জনন,"ଅଜୀବୀୟ ଜନନ, ଅଜୀବ - ଜନନ",अजीवात्जनन
Abiotic,"जीवेतर, अजैव","જીવેતર, અજૈવ","जीवेतर, अजैव","ਜੀਵੇਤਰ, ਅਜੈਵ","জীবেতর, অজৈব","जीवेतर, अजैव","ಅಜೈವಿಕ, ಅಜೈವ","ജീവേതര, അജൈവ","ஜீவேதர, அஜைவ","జీవేతర, అజైవ",جیویتر، اجیو,"জীতর, অজৈ","ଅଜୀବୀୟ, ଅଜୈବ","जीवेतर, अजैव"
Abnormality,अपसामान्यता,અપસામાન્યતા,अपसामान्यता,ਅਪਸਾਮਾਨ੍ਯਤਾ,অপসামান্যতা,अपसामान्यता,ಅಸಾಮಾನ್ಯತೆ.,അപസാമാന്യതാ,அபஸாமாந்யதா,అపసామాన్యతా,اپسامانیتا,অপসামান্যতা,ଅପସାମାନ୍ଯତା,अपसामान्यता
Abrasion resistance,अपघर्षण प्रतिरोध,અપઘર્ષણ પ્રતિરોધ,अपघर्षण प्रतिरोध,ਅਪਘਰ੍਷ਣ ਪ੍ਰਤਿਰੋਧ,অপঘর্ষণ প্রতিরোধ,अपघर्षण प्रतिरोध,ಅಪಘರ್ಷಣ ಪ್ರತಿರೋಧ,അപഘര്ഷണ പ്രതിരോധ,அபகர்ஷண ப்ரதிரோத,అపఘర్షణ ప్రతిరోధ,اپگھرشن پرترودھ,অপঘর্ষণ প্রতিরধ,ଅପଘର୍ଷଣ ପ୍ରତିରୋଧ,अपघर्षण प्रतिरोध
Abscess,"फोड़ा, विद्रधि","ફોડ઼ા, વિદ્રધિ","फोड़ा, विद्रधि","ਜਖਮ, ਫ਼ੋੜਾ","ফোড়া, বিদ্রধি","फोड़ा, विद्रधि","ಹುಣ್ಣು, ಕುರು","ഫോഡാ, വിദ്രധി","போடா, வித்ரதி","ఫోడా, విద్రధి",پھوڑا، ودردھی,"ফড়া, িদ্রধি","ଫୋଡ଼ା, ବିଦ୍ରଧି","फोड़ा, विद्रधि"
Abscission,विलगन,વિલગન,विलगन,ਵਿਲਗਨ,বিলগন,विलगन,ಅಪಛೇದನ,വിലഗന,விலகந,విలగన,لگن,িলগন,ବିଲଗନ,विलगन
Absciss layer,विलग-परत,વિલગ-પરત,विलग-परत,ਵਿਲਗ-ਪਰਤ,বিলগ-পরত,विलग-परत,ವಿಲಗ-ಪರತ,വിലഗ-പരത,விலக-பரத,విలగ-పరత,ولگ-پرت,িলগ-পরত,ବିଲଗ-ପରତ,विलग-परत
Absorb,"अवशोषण करना, अवचूषण करना","અવશોષણ કરના, અવચૂષણ કરના","अवशोषण करना, अवचूषण करना","ਰਚਾ ਲੈਣ , ਚੂਸਣਾ ,ਮਗਨ ਹੋਣਾ, ਕਿਸੇ ਕੰਮ ਵਿੱਚ ਲੱਗਣਾ","অবশোষণ করনা, অবচূষণ করনা","अवशोषण करना, अवचूषण करना",ಹೀರು ಅಪಕರ್ಷಿಸು,"അവശോഷണ കരനാ, അവചൂഷണ കരനാ","அவசோஷண கரநா, அவசூஷண கரநா","అవశోషణ కరనా, అవచూషణ కరనా",جذب کرنا,"অশষণ করনা, অচূষণ করনা","ଅବଶୋଷଣ କରନା, ଅବଚୂଷଣ କରନା","अवशोषण करना, अवचूषण करना"
Acaricide,"एकेरसनाशी, बरूथीनाशी","એકેરસનાશી, બરૂથીનાશી","एकेरसनाशी, बरूथीनाशी","ਏਕੇਰਸਨਾਸ਼ੀ, ਬਰੂਥੀਨਾਸ਼ੀ","একেরসনাশী, বরূথীনাশী","एकेरसनाशी, बरूथीनाशी",ನುಶಿನಾಶಕ,"ഏകേരസനാശീ, ബരൂഥീനാശീ","ஏகேரஸநாசீ, பரூதீநாசீ","ఏకేరసనాశీ, బరూథీనాశీ",ایکیرسناشی، بروتھیناشی,"করসনাশী, বরূথীনাশী","ଏକେରସନାଶୀ, ବରୂଥୀନାଶୀ","एकेरसनाशी, बरूथीनाशी"
Accessory gland,सहायक ग्रंथि,સહાયક ગ્રંથિ,सहायक ग्रंथि,ਸਹਾਯਕ ਗ੍ਰਂਥਿ,সহাযক গ্রংথি,सहायक ग्रंथि,ಆನುಷಂಗಿಕ ಗ್ರಂಥಿ,സഹായക ഗ്രംഥി,ஸஹாயக க்ரங்தி,సహాయక గ్రంథి,سہایک گرنتھی,সহাযক গ্রংথি,ସହାୟକ ଗ୍ରନ୍ଥୀ,सहायक ग्रंथि
Accumulation,"संचयन, जमाव","સંચય, સંગ્રહ","संचय, संचयन, साचणे","ਸੰਚਯ, ਸੰਚਿਤ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","পুঞ্জীকরণ,জড়োকরা","साठो,संचय","ಸಂಗ್ರಹ, ಶೇಖರಣೆ, ಕೂಡಿಹಾಕುವಿಕೆ","സഞ്ചയനം, ശേഖരം","குவிதல், சேர்தல்","పోగు,పెంపు,వృద్ధి,రాశి",تجمع۔ انبوہ,"পুঞ্জীকৰণ, সঞ্চয়ণ","ଠୁଳୀକୀରଣ, ସଞ୍ଚୟ","सञ्चय,थुपार्नु अचूक"
Acid,"अम्ल, स्थायी जीवाणु","અમ્લ, સ્થાયી જીવાણુ","अम्ल, स्थायी जीवाणु","ਤੇਜਾਂਬ, ਖੱਟਾ","অম্ল, স্থাযী জীবাণু","अम्ल, स्थायी जीवाणु",ಆಮ್ಲ,"അമ്ല, സ്ഥായീ ജീവാണു","அம்ல, ஸ்தாயீ ஜீவாணு","అమ్ల, స్థాయీ జీవాణు",تیزاب,"অম্ল, স্থাযী জীাণু",ଅମ୍ଳ,"अम्ल, स्थायी जीवाणु"
