English,Hindi
Abbey of Westminster,वैस्‍टम‍िन्‍स्‍टर मठ
Abditory,मालखाना
Abolition of slavery,दासता का उन्मूलन
Aboriginal,आदिवासी
Abraham Era,अब्राहम काल
Absentee landlords,प्रवासी ज़मींदार
Academy,अकादमी; विद्वत्परिषद
Accra conference,अक्रा सम्मेलन
Accruals,"प्रोद्भूत सामग्री, उपचित सामग्री"
Acculturation,"परसंस्कृति-ग्रहण, उत्संस्करण"
Aceldama,एसेलडामा
Achaean (=Achian),एकियायी
Achaean League (=Achian League),एकीयायी लीग
Acropolis,एक्रोपोलिस
Acta Diurna,"शाही रोज़नामचा, दैनिक समाचार"
Acta Senatus,सीनेट का कार्यवृत्त
Acte Additionel,"अपर प्रपत्र, एक्टे एडिशनेल"
Active record (=current record),सक्रिय रिकार्ड
Act of attainder,अपकीर्त्ति अधिनियम
Act of Indemnity and oblivion,दंड विमुक्ति एवं विस्मरण अधिनियम
Act of Settlement,"राज्य-व्यवस्था अधिनियम, एक्ट ऑफ सेटिलमेंट"
Ad contractus seal,संविदा मुद्रा
Adullamites,आडुलम गुटवादी
Adversary,विपक्षी
Adversary,2. शत्रु
Aeon,युग
Aerarium,इरेरियम
Aerial warfare,"आकाशी युद्ध, हवाई लड़ाई"
Aetolian League,"एटोलियन लीग, एटोलियायी संघ"
Age,"काल, युग"
Ageing (=aging),"काल-प्रभावन, जीर्णन"
Ageing process,जीर्णन-प्रक्रिया
Agelai,एजिलायी
Age of chivalry,शौर्य युग
Age of Englightment,"प्रबोध युग, ज्ञानोदय युग"
Age of Pericles,पेरीक्लीज़ युग
Age of reason,तर्क प्रधान युग
Agrarianism,भूमि सुधारवाद
Agrarian movement,भूमि सुधारवादी आंदोलन
Albion,एलबियन
Album,अलबम
Alderman,"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन"
Allusive arms,कुलांकित आयुध
Amity,मैत्री
Amphictyonic Council,एम्फिकटिआनी परिषद
Amphictyonic League,ऊपर देo : Amphictyonic Council
Amphitheatre,"रंगवाट, रंगभूमि, अखाड़ा"
Amri Nal group (of pottery),(मृद्भांडों का) अमरीनाल वर्ग
Anachronism,"काल-वैषम्य, काल-दोष"
Anachronistic,काल-वैषम्ययुक्त
Ancestor,पूर्वज
Ancestor Worship,पितृ-पूजा
Ancestry,कुल-परंपरा
Ancestry,2. वंश
Ancestry,3. वंश-क्रम
Ancestry,4. उच्च कुल
Ancien regime,"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था"
Ancient,"पुरातन, प्राचीन"
Ancient ballad,प्राचीन गाथा
Ancient belief,प्राचीन मत
Ancient custom,प्राचीन प्रथा
Ancient history,प्राचीन हतिहास
Ancient monuments,प्राचीन स्मारक
Anecdote,उपाख्यान
Angelot,एन्जिलोट
Angelus,देवदूत पूजा
Angevin (=anjevin),आन्जवै
Angles,ऐन्गल्स
Anglican,आंग्लिक
Anglican Communion,आंग्ल चर्च
Anglicanism,आंग्ल चर्चवाद
Anglo-phobe,आंग्ल विरोधी
Anglo-phobia,आंग्ल-दुर्भीति
Anglo-Saxon,आंग्ल सैक्सन
Anglo-Saxonism,आंग्ल-सैक्सनवाद
Annalist,"आख्यान-लेखक, आख्यानकार"
Annals,"वर्षवृत्त, आख्यान, ख्यात"
Annexation,"अधिनहन, मिला देना"
Ante-bellum,युद्ध पूर्व (स्थिति)
Ante date,"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण"
Anti-clericalism,पादरी प्रथा विरोधी
Anti-clerical legislation,पादरी प्रथा विरोधी विधान
Antiquity,"पुरावशेष, पुरावस्तु"
Anti-rent,लगान-विरोधी
Anti-rent,2. एन्टी रैन्ट पार्टी
Anti Semitism,"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद"
Anzac,ऐन्ज़ेक
Apella,नागरिक सभा
Aralu,अरालू
Arch bishop,आर्च बिशप
Arch duchy,आर्च डची
Arch duke,आर्च ड्यूक
Archief (=archival collection),पुरालेख संग्रह
Archiepiscopate,महाधर्माध्यक्ष का पद
Aristocracy,अभिजाततंत्र
Aristocrat,अभिजात
Aristocratic snobbery,अभिजातीय दंभ
Aristotelian,अरस्तूवादी
Armada,आर्मेडा
Armada (=The Spanish Armada),स्पेन का आर्मेडा
Armorist (=armourist),कवच-विशारद
Armour (=armor),"कवच, बख्तर, वर्म"
Armourist,अo देo armorist
Aryan,आर्य
Aryan,2. कुलीन
Askari,अस्कारी
Assignat,"आसिग्ना, भू-प्रतिभृत मुद्रा"
Assize,अभिसत्र
Assize,2. विधिपृच्छा
Assize,3. अभिसत्राधिनियम
Assize of Arms Act,आयुध अभिसत्राधिनियम
Assize of Darrein Presentment,डारेन उपस्थापन अभिसत्राधिनियम
Assize of Mort 'D' Ancestor,मृत पूर्वज अभिसत्राधिनियम
Assize of Novel Disseisin,अभिनव अधिधारणोत्सादन अभिसत्राधिनियम
Atrocity,नृशंसता
Attack,आक्रमण
Aulic Council,"सर्वोच्च न्यायालय, ऑलिक काउन्सिल"
Axe of the Geddess (=the Geddess axe),गेडिस समाधान
Axis (=The Rome-Berlin-Tokyo Axis),धुरी राष्ट्र
Babylon,"बाबुल, बेबीलोन"
Babylonian captivity (=Babylonish captivity),बेबीलोनी बंदीकरण
Bacchanal devotee,बाखुसी उपासक
Bacchanalia,मद्यपानोत्सव
Bachelor,युवा योद्धा
Baghdad Pact,"बगदाद अनुबंध, बगदाद पैक्ट"
Balkan League,बाल्कन लीग
Balkan Pact,बाल्कन अनुबंध
Balkan Wars,बाल्कन युद्ध
Baltic Pact,बाल्टिक अनुबंध
Bandit,दस्यु
