English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abbreviation,संक्षिप्‍ति,"સંક્ષેપાક્ષર, સંક્ષિપ્ત રૂપ, શબ્દ-સંક્ષેપ","संक्षेप, संक्षेपाक्षर",ਸਾਰ,"সংক্ষেপন,সংক্ষিপ্তরূপ","संक्षेप,संक्षेपीकरण","ಸಂಕೇತಾಕ್ಷರ, ಸಂಕ್ಷಿಪ್ತರೂಪ, ಸಂಕ್ಷೇಪಿಸುವುದು","സംക്ഷേപം, സംക്ഷേപണം, സംക്ഷേപം","சுருக்கம், சுருக்கக் குறியீடு","సంక్షిప్తం, సంక్షిప్త రూపం",اختصار,"সংক্ষিপ্তকৰণ,হ্রস্বকৰণ","ସଂକ୍ଷେପଣ, ସଂକ୍ଷିପ୍ତି","संक्षेप, छोटकरी रूप"
Abduction,अपहरण,"અપહરણ, ભગાડી જવું તે",अपह्‌रण,ਹੁਦਾਲਾ,অপহরণ,"अपहरण,उबारुन व्हरप",ಅಪಹರಣ,"ബലമായി തട്ടിക്കൊണ്ടു പോകൽ, അപഹരണം",ஆள் கடத்தல்,"అపహరణం,(వ్యక్తిని) బలవంతంగా ఎత్తుకుపోవటం",اغوا,অপহৰণ,"ଅପବର୍ତ୍ତନ, ଅପହରଣ",अपहरण
Abeyance,प्रास्थगन,"મોકૂફી, સ્થગિતતા, સ્થગન","आस्थागत, तहकुबी",ਕਨੂੰਨ ਦੀ ਵਰਤੋਂ ਉੱਤੇ ਰੋਕ(ਕਨੂੰਨੀ) ਸਥਰਾਨ,"স্থগিতকরণ,মূলতুবি","तात्पुरती स्थगिती,अनिर्णित स्थिती","ತಡೆಹಿಡಿಯುವುದು, ತಹಕೂಪು, ನಿಲಂಬನೆ, ಅಮಾನತ್ತು",നി൪ത്തിവയ്ക്കൽ,நிறுத்தி வைத்தல்,"నిలుపుదల,తాత్కాలిక నిలుపుదల",التوا,"স্থগিতাৱস্থা,মূলতবীঅৱস্থা","ସ୍ଥଗିତ, ସ୍ଥଗନ","स्थगन, थाती"
Ability,योग्यता,"ક્ષમતા, યોગ્યતા, સક્ષમતા","समर्थता, योग्यता",ਯੋਗਤਾ,"সামর্থ্য,কর্মদক্ষতা",योग्यताय,"ಅಳವು, ಸಾಮರ್ಥ್ಯ",കഴിവ്,"திறமை, ஆற்றல், வல்லமை","సమర్థత,శక్తి,తాహతు",قابلیت، اہلیت,সামর্থ্য,"ସାମର୍ଥ୍ୟ, ଦକ୍ଷତା, ଯୋଗ୍ୟତା","योग्यता, सक्षमता"
Ab initio,"आदित:,आरंभ से","મૂળથી, પ્રારંભથી","आदित:,आरंभ से","ਮੁਢ ਤੌ, ਸ਼ੁਰੂ ਤੋਂ","আদিত:,আরংভ স","सुरवातीसावन,आरंभासावन","ಆರಂಭದಿಂದ, ಪ್ರಾರಂಭದಿಂದ","ആദിത:,ആരംഭ സേ",அடி முதலே,"ఆదిత:,ఆరంభ సే",شروع سے,আৰম্ভৰপৰা,ଆରମ୍ଭରୁ,"थालनीदेखि, प्रारम्भदेखि, शुरूदेखि"
Able,योग्य,"સક્ષમ, ક્ષમ",समर्थ,ਯੋਗ,"সমর্থ,যোগ্য","योग्य,फावोशें","ಸಮರ್ಥ, ಶಕ್ತಿ","കഴിവുള്ള, പ്രാപ്തിയുള്ള","ஆற்றலுடைய, திறமையுள்ள, வல்லமையுள்ள, இயலுகிற","తాహతుగల,సమర్థ",پذیر,"সমর্থ,সক্ষম","ସମର୍ଥ, କାର୍ଯ୍ୟକ୍ଷମ, ଦକ୍ଷ","योग्य, सक्षम"
Abnormal,अपसामान्य,"અસામાન્ય, નિયમબાહ્ય, વિકૃતિ, અસાધારણ","असामान्य, प्रमाणाबाहेर","ਅਸਹਿਜ, ਅਸਮਾਨ",অস্বাভাবিক,"अपसामान्य,विचित्र","ಅಸಹಜ, ಅಪಸಾಮಾನ್ಯ",വികല,இயல்பு மீறிய,"అసాధారణ,అసామాన్య,",غیر معمولی,অস্বাভাৱিক,"ଅସ୍ୱାଭାବିକ, ଅନିୟମିତ","असामान्य, विकृत"
Abolition,"उन्मूलन, समाप्‍ति","નાબૂદી, લોપ, રદ","निरास, समाप्‍त करणे, नाश","ਖਾਤਮਾ, ਖਤਮ, ਸਮਾਪਤੀ","বিলোপকরা,তুলেদেওয়া,রদকরা","बंदी,मनाय,काडून उडोवप","ತೆಗೆದು ಹಾಕುವುದು, ನಿರ್ಮೂಲನ, ನಿವಾರಣೆ","നി൪ത്തലാക്കൽ, സമാപനം, ഉന്മൂലനം","நீக்கல், ஒழித்தல்","తొలగింపు,రద్దు,నిర్మూలన",خاتمہ,"ৰদকৰণ, ৰহিতকৰণ, বাতিলকৰণ, বিলোপকৰণ","ଉଚ୍ଛେଦିତ, ଲୋପକୃତ","1. उन्मूलन, समाप्‍ति 2. खारिज"
Abolitionof post,पद समाप्‍ति,"જગ્યાની નાબૂદી, પદ અથવા હોદ્દાની નાબૂદી",पद समाप्ती,ਅਹੁਦੇ ਦੀ ਸਮਾਪਤੀ,পদবিলোপকরা,हुद्‌दो/पद रद्‌द करप,ಹುದ್ದೆಯ ರದ್ದತಿ,തസ്തിക നിര്‍ത്തലാക്കൽ,பதவி ஒழிப்பு,పదవిని రద్దు చేయుట,عہدے کو ختم کرنا,পদ সমাপ্তি,ଉଚ୍ଛେଦିତ ପଦ,"पद समाप्‍ति, पद खारिज"
Above mentioned,"ऊपर उल्लिखित, उपर्युक्‍त","ઉપર્યુક્ત, ઉક્ત, પૂર્વોલ્લેખિત","उपरोल्लिखित, वर उल्लेखिलेले, उपरोक्त","ਉਪਰ ਲਿਖਿਤ, ਉੱਤੇ ਦਿੱਤਾ ਹੋਇਆ",উপরেউল্লিখিত,उपरोल्लेखीत,"ಮೇಲೆಹೇಳಲಾದ, ಉಪರ್ಯುಕ್ತ",മേല്‍പ്പറഞ്ഞ,மேற்குறிப்பிட்ட,"పైన చెప్పబడిన,పైన ఉదహరింపబడిన",مذکورہ بالا,"ওপৰউল্লিখিত,উপর্যুক্ত",ଉପରେ ଲିଖିତ,"उपयुक्त , माथि उल्लेखित"
