English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abaxial,अपाक्ष,અપાક્ષ,अपाक्ष,ਅਪਾਕ੍਷,অপাক্ষ,अपाक्ष,"ಅಪಾಕ್ಷ, ಅಕ್ಷಕ್ಕೆ ವಿಮುಖವಾದ",അപാക്ഷ,அபாக்ஷ,అపాక్ష,بدرمحوری,অপাক্ষ,ଅପାକ୍ଷ,अपाक्ष
Abiogenesis,अजीवात्जनन,અજીવાત્જનન,अजीवात्जनन,ਅਜੀਵਾਤ੍ਜਨਨ,অজীবাত্জনন,अजीवात्जनन,"ಅಜೈವಿಕ ಜನನ, ಅಜೀವ ಜನ್ಯತೆ, ಅಜೀವೋತ್ಪತ್ತಿ",അജീവാത്ജനന,அஜீவாத்ஜநந,అజీవాత్జనన,اجیواتجنن,অজীাত্জনন,"ଅଜୀବୀୟ ଜନନ, ଅଜୀବ - ଜନନ",अजीवात्जनन
Abiotic,"अजीवीय, अजैव","અજીવીય, અજૈવ","अजीवीय, अजैव","ਅਜੀਵੀਯ, ਅਜੈਵ","অজীবীয, অজৈব","अजीवीय, अजैव","ಅಜೈವಿಕ, ಅಜೈವ","അജീവീയ, അജൈവ","அஜீவீய, அஜைவ","అజీవీయ, అజైవ",اجیویہ، اجیو,"অজীীয, অজৈ","ଅଜୀବୀୟ, ଅଜୈବ","अजीवीय, अजैव"
Abscess,विद्रधि,વિદ્રધિ,विद्रधि,"ਜਖਮ, ਫ਼ੋੜਾ",বিদ্রধি,विद्रधि,"ಹುಣ್ಣು, ಕುರು",വിദ്രധി,வித்ரதி,విద్రధి,ودردھی,িদ্রধি,ବିଦ୍ରଧି,विद्रधि
Acervulus,एसरवलस,એસરવલસ,एसरवलस,ਏਸਰਵਲਸ,এসরবলস,एसरवलस,"ಪುಂಜಿತ, ಸಮೂಹಿತ",ഏസരവലസ,ஏஸரவலஸ,ఏసరవలస,ایسرولس,সরলস,ଏସରବଲସ,एसरवलस
Acetics,ऐसीटिकजन,ઐસીટિકજન,ऐसीटिकजन,ਐਸੀਟਿਕਜਨ,ঐসীটিকজন,ऐसीटिकजन,ಐಸೀಟಿಕಜನ,ഐസീടികജന,ஐஸீடிகஜந,ఐసీటికజన,ایسیٹکجن,ঐসীটিকজন,ଐସୀଟିକଜନ,ऐसीटिकजन
Acetification,ऐसीटीकरण,ઐસીટીકરણ,ऐसीटीकरण,ਐਸੀਟੀਕਰਣ,ঐসীটীকরণ,ऐसीटीकरण,ಅಸಿಟೀಕರಣ,ഐസീടീകരണ,ஐஸீடீகரண,ఐసీటీకరణ,ایسیٹیکرن,ঐসীটীকরণ,ଐସୀଟୀକରଣ,ऐसीटीकरण
Acid curd,अम्लाक्त दही,અમ્લાક્ત દહી,अम्लाक्त दही,ਅਮ੍ਲਾਕ੍ਤ ਦਹੀ,অম্লাক্ত দহী,अम्लाक्त दही,ಅಮ್ಲಾಕ್ತ ದಹೀ,അമ്ലാക്ത ദഹീ,அம்லாக்த தஹீ,అమ్లాక్త దహీ,املاکت دہی,অম্লাক্ত দহী,ଅମ୍ଲାକ୍ତ ଦହୀ,अम्लाक्त दही
Acid curding,दधि अम्लाक्तन,દધિ અમ્લાક્તન,दधि अम्लाक्तन,ਦਧਿ ਅਮ੍ਲਾਕ੍ਤਨ,দধি অম্লাক্তন,दधि अम्लाक्तन,ದಧಿ ಅಮ್ಲಾಕ್ತನ,ദധി അമ്ലാക്തന,ததி அம்லாக்தந,దధి అమ్లాక్తన,ددھی املاکتن,দধি অম্লাক্তন,ଦଧି ଅମ୍ଲାକ୍ତନ,दधि अम्लाक्तन
Acid dye,अम्ल रंजक,અમ્લ રંજક,अम्ल रंजक,ਅਮ੍ਲ ਰਂਜਕ,অম্ল রংজক,अम्ल रंजक,ಅಮ್ಲ ರಂಜಕ,അമ്ല രംജക,அம்ல ரங்ஜக,అమ్ల రంజక,عمل رنجک,অম্ল রংজক,ଅମ୍ଲ ରଂଜକ,अम्ल रंजक
Acid fast,अम्लस्थायी,અમ્લસ્થાયી,अम्लस्थायी,ਅਮ੍ਲਸ੍ਥਾਯੀ,অম্লস্থাযী,अम्लस्थायी,ಅಮ್ಲಸ್ಥಾಯೀ,അമ്ലസ്ഥായീ,அம்லஸ்தாயீ,అమ్లస్థాయీ,املستھایی,অম্লস্থাযী,ଅମ୍ଲସ୍ଥାଯୀ,अम्लस्थायी
Abrasive cone,अपघर्षी शंकु,અપઘર્ષી શંકુ,अपघर्षी शंकु,ਅਪਘਰ੍਷ੀ ਸ਼ਂਕੁ,অপঘর্ষী শংকু,अपघर्षी शंकु,ಅಪಘರ್ಷೀ ಶಂಕು,അപഘര്ഷീ ശംകു,அபகர்ஷீ சங்கு,అపఘర్షీ శంకు,اپگھرشی شنکو,অপঘর্ষী শংকু,ଅପଘର୍ଷୀ ଶଂକୁ,अपघर्षी शंकु
Acidiosis,अम्लक्तता,અમ્લક્તતા,अम्लक्तता,ਅਮ੍ਲਕ੍ਤਤਾ,অম্লক্ততা,अम्लक्तता,ಅಮ್ಲಕ್ತತಾ,അമ്ലക്തതാ,அம்லக்ததா,అమ్లక్తతా,املکتتا,অম্লক্ততা,ଅମ୍ଲକ୍ତତା,अम्लक्तता
Acquired immunity,अर्जित प्रतिरक्षा,અર્જિત પ્રતિરક્ષા,अर्जित प्रतिरक्षा,ਅਰ੍ਜਿਤ ਪ੍ਰਤਿਰਕ੍਷ਾ,অর্জিত প্রতিরক্ষা,अर्जित प्रतिरक्षा,ಅರ್ಜಿತ ಪ್ರತಿರಕ್ಷಾ,അര്ജിത പ്രതിരക്ഷാ,அர்ஜித ப்ரதிரக்ஷா,అర్జిత ప్రతిరక్షా,عرجت پرترکشا,অর্জিত প্রতিরক্ষা,ଉପାର୍ଜିତ ପ୍ରତିରକ୍ଷା,अर्जित प्रतिरक्षा
Acronematic flagella,"अग्रसूत्री कशाम, एक्रोनिमेटिक कशाभ","અગ્રસૂત્રી કશામ, એક્રોનિમેટિક કશાભ","अग्रसूत्री कशाम, एक्रोनिमेटिक कशाभ","ਅਗ੍ਰਸੂਤ੍ਰੀ ਕਸ਼ਾਮ, ਏਕ੍ਰੋਨਿਮੇਟਿਕ ਕਸ਼ਾਭ","অগ্রসূত্রী কশাম, এক্রোনিমেটিক কশাভ","अग्रसूत्री कशाम, एक्रोनिमेटिक कशाभ","ಅಗ್ರಸೂತ್ರೀ ಕಶಾಮ, ಏಕ್ರೋನಿಮೇಟಿಕ ಕಶಾಭ","അഗ്രസൂത്രീ കശാമ, ഏക്രോനിമേടിക കശാഭ","அக்ரஸூத்ரீ கசாம, ஏக்ரோநிமேடிக கசாப","అగ్రసూత్రీ కశామ, ఏక్రోనిమేటిక కశాభ",اگرسوتری کشام، ایکرونمیٹک کشابھ,"অগ্রসূত্রী কশাম, ক্রনিমটিক কশাভ","ଅଗ୍ରସୂତ୍ରୀ କଶାମ, ଏକ୍ରୋନିମେଟିକ କଶାଭ","अग्रसूत्री कशाम, एक्रोनिमेटिक कशाभ"
Acropetal,अग्राभिसारी,અગ્રાભિસારી,अग्राभिसारी,ਅਗ੍ਰਾਭਿਸਾਰੀ,অগ্রাভিসারী,अग्राभिसारी,"ಅಗ್ರಾನ್ವೇಷಿ, ಅಗ್ರಗಾಮಿ",അഗ്രാഭിസാരീ,அக்ராபிஸாரீ,అగ్రాభిసారీ,اگرابھساری,অগ্রাভিসারী,ଅଗ୍ରାଭିସାରୀ,अग्राभिसारी
Actinomycetes,ऐक्टिनोमाइसिटीज,ઐક્ટિનોમાઇસિટીજ,ऐक्टिनोमाइसिटीज,ਐਕ੍ਟਿਨੋਮਾਇਸਿਟੀਜ,ঐক্টিনোমাইসিটীজ,ऐक्टिनोमाइसिटीज,"ಕಿರಣಣಬೆಗಳು, ಕಿರಣ ಸೂಕ್ಷ್ಮ ಕವಕಜಾಲ",ഐക്ടിനോമാഇസിടീജ,ஐக்டிநோமாஇஸிடீஜ,ఐక్టినోమాఇసిటీజ,ایکٹنومائسٹیج,ঐক্টিনমাইসিটীজ,ଐକ୍ଟିନୋମାଇସିଟୀଜ,ऐक्टिनोमाइसिटीज
Actinomycin D,एक्टिनोमाइसिन डी,એક્ટિનોમાઇસિન ડી,एक्टिनोमाइसिन डी,ਏਕ੍ਟਿਨੋਮਾਇਸਿਨ ਡੀ,এক্টিনোমাইসিন ডী,एक्टिनोमाइसिन डी,ಏಕ್ಟಿನೋಮಾಇಸಿನ ಡೀ,ഏക്ടിനോമാഇസിന ഡീ,ஏக்டிநோமாஇஸிந டீ,ఏక్టినోమాఇసిన డీ,ایکٹنومائسن ڈی,ক্টিনমাইসিন ডী,ଏକ୍ଟିନୋମାଇସିନ ଡୀ,एक्टिनोमाइसिन डी
