Kannada,Gujarati
ವೆಸ್ಟ್‌ಮಿನಿಸ್ಟರ್‌ನ ಅಬ್ಬೆ,વેસ્ટમિન્સ્ટરના એબી
ವ್ಯಭಿಚಾರ,ત્યાગી
ಗುಲಾಮಗಿರಿಯ ನಿರ್ಮೂಲನೆ,ગુલામી નાબૂદી
ಮೂಲನಿವಾಸಿಗಳು,એબોરિજિનલ
ಅಬ್ರಹಾಂ ಯುಗ,અબ્રાહમ યુગ
ಗೈರುಹಾಜರಾದ ಭೂಮಾಲೀಕರು,ગેરહાજર મકાનમાલિકો
ಅಕಾಡೆಮಿ,એકેડમી
ಅಕ್ರಾ ಸಮ್ಮೇಳನ,અકરા કોન્ફરન્સ
ಸಂಚಯಗಳು,સંસાધનો
ಸಂಸ್ಕಾರ,સંવર્ધન
ಅಸೆಲ್ಡಾಮಾ,એસેલડામા
ಅಚೆಯನ್ (=ಅಚಿಯನ್),અચેઅન (=અચિયન)
ಅಚೆಯನ್ ಲೀಗ್ (=ಅಚಿಯನ್ ಲೀಗ್),આચિયન લીગ (=એચિયન લીગ)
ಆಕ್ರೊಪೊಲಿಸ್,એક્રોપોલિસ
ಆಕ್ಟಾ ಡೈರ್ನಾ,એક્ટા દીર્ના
ಆಕ್ಟಾ ಸೆನಾಟಸ್,એક્ટા સેનાટસ
ಆಕ್ಟೆ ಹೆಚ್ಚುವರಿ,એક્ટ એડિશનલ
ಸಕ್ರಿಯ ದಾಖಲೆ (=ಪ್ರಸ್ತುತ ದಾಖಲೆ),સક્રિય રેકોર્ડ (=વર્તમાન રેકોર્ડ)
ಸಾಧಿಸುವವರ ಕ್ರಿಯೆ,પ્રાપ્ત કરનારનું કાર્ય
ನಷ್ಟ ಪರಿಹಾರ ಮತ್ತು ಮರೆವಿನ ಕಾಯಿದೆ,ક્ષતિપૂર્તિ અને વિસ્મૃતિનું કાર્ય
ವಸಾಹತು ಕಾಯಿದೆ,સમાધાનનો અધિનિયમ
ಜಾಹೀರಾತು ಒಪ್ಪಂದದ ಮುದ್ರೆ,જાહેરાત કરાર સીલ
ಅಡುಲಮೈಟ್ಸ್,અદુલ્લામાઈટસ
ಎದುರಾಳಿ,વિરોધી
ಎದುರಾಳಿ,વિરોધી
ಏಯಾನ್,એઓન
ಏರೋರಿಯಮ್,એરેરિયમ
